time,reference,output,control
6.209,1,0.982303,0.98798
6.21,1,0.982309,0.987984
6.211,1,0.982314,0.987988
6.212,1,0.98232,0.987992
6.213,1,0.982326,0.987996
6.214,1,0.982331,0.988
6.215,1,0.982337,0.988003
6.216,1,0.982343,0.988007
6.217,1,0.982348,0.988011
6.218,1,0.982354,0.988015
6.219,1,0.98236,0.988019
6.22,1,0.982365,0.988023
6.221,1,0.982371,0.988026
6.222,1,0.982377,0.98803
6.223,1,0.982382,0.988034
6.224,1,0.982388,0.988038
6.225,1,0.982394,0.988042
6.226,1,0.982399,0.988046
6.227,1,0.982405,0.98805
6.228,1,0.982411,0.988053
6.229,1,0.982416,0.988057
6.23,1,0.982422,0.988061
6.231,1,0.982427,0.988065
6.232,1,0.982433,0.988069
6.233,1,0.982439,0.988073
6.234,1,0.982444,0.988076
6.235,1,0.98245,0.98808
6.236,1,0.982456,0.988084
6.237,1,0.982461,0.988088
6.238,1,0.982467,0.988092
6.239,1,0.982473,0.988095
6.24,1,0.982478,0.988099
6.241,1,0.982484,0.988103
6.242,1,0.982489,0.988107
6.243,1,0.982495,0.988111
6.244,1,0.982501,0.988115
6.245,1,0.982506,0.988118
6.246,1,0.982512,0.988122
6.247,1,0.982518,0.988126
6.248,1,0.982523,0.98813
6.249,1,0.982529,0.988134
6.25,1,0.982534,0.988137
6.251,1,0.98254,0.988141
6.252,1,0.982546,0.988145
6.253,1,0.982551,0.988149
6.254,1,0.982557,0.988153
6.255,1,0.982562,0.988156
6.256,1,0.982568,0.98816
6.257,1,0.982574,0.988164
6.258,1,0.982579,0.988168
6.259,1,0.982585,0.988172
6.26,1,0.98259,0.988175
6.261,1,0.982596,0.988179
6.262,1,0.982602,0.988183
6.263,1,0.982607,0.988187
6.264,1,0.982613,0.988191
6.265,1,0.982618,0.988194
6.266,1,0.982624,0.988198
6.267,1,0.982629,0.988202
6.268,1,0.982635,0.988206
6.269,1,0.982641,0.98821
6.27,1,0.982646,0.988213
6.271,1,0.982652,0.988217
6.272,1,0.982657,0.988221
6.273,1,0.982663,0.988225
6.274,1,0.982668,0.988229
6.275,1,0.982674,0.988232
6.276,1,0.98268,0.988236
6.277,1,0.982685,0.98824
6.278,1,0.982691,0.988244
6.279,1,0.982696,0.988247
6.28,1,0.982702,0.988251
6.281,1,0.982707,0.988255
6.282,1,0.982713,0.988259
6.283,1,0.982718,0.988262
6.284,1,0.982724,0.988266
6.285,1,0.98273,0.98827
6.286,1,0.982735,0.988274
6.287,1,0.982741,0.988278
6.288,1,0.982746,0.988281
6.289,1,0.982752,0.988285
6.29,1,0.982757,0.988289
6.291,1,0.982763,0.988293
6.292,1,0.982768,0.988296
6.293,1,0.982774,0.9883
6.294,1,0.982779,0.988304
6.295,1,0.982785,0.988308
6.296,1,0.98279,0.988311
6.297,1,0.982796,0.988315
6.298,1,0.982801,0.988319
6.299,1,0.982807,0.988323
6.3,1,0.982813,0.988326
6.301,1,0.982818,0.98833
6.302,1,0.982824,0.988334
6.303,1,0.982829,0.988338
6.304,1,0.982835,0.988341
6.305,1,0.98284,0.988345
6.306,1,0.982846,0.988349
6.307,1,0.982851,0.988353
6.308,1,0.982857,0.988356
6.309,1,0.982862,0.98836
6.31,1,0.982868,0.988364
6.311,1,0.982873,0.988368
6.312,1,0.982879,0.988371
6.313,1,0.982884,0.988375
6.314,1,0.98289,0.988379
6.315,1,0.982895,0.988382
6.316,1,0.982901,0.988386
6.317,1,0.982906,0.98839
6.318,1,0.982912,0.988394
6.319,1,0.982917,0.988397
6.32,1,0.982923,0.988401
6.321,1,0.982928,0.988405
6.322,1,0.982934,0.988409
6.323,1,0.982939,0.988412
6.324,1,0.982944,0.988416
6.325,1,0.98295,0.98842
6.326,1,0.982955,0.988423
6.327,1,0.982961,0.988427
6.328,1,0.982966,0.988431
6.329,1,0.982972,0.988435
6.33,1,0.982977,0.988438
6.331,1,0.982983,0.988442
6.332,1,0.982988,0.988446
6.333,1,0.982994,0.988449
6.334,1,0.982999,0.988453
6.335,1,0.983005,0.988457
6.336,1,0.98301,0.988461
6.337,1,0.983015,0.988464
6.338,1,0.983021,0.988468
6.339,1,0.983026,0.988472
6.34,1,0.983032,0.988475
6.341,1,0.983037,0.988479
6.342,1,0.983043,0.988483
6.343,1,0.983048,0.988486
6.344,1,0.983054,0.98849
6.345,1,0.983059,0.988494
6.346,1,0.983065,0.988498
6.347,1,0.98307,0.988501
6.348,1,0.983075,0.988505
6.349,1,0.983081,0.988509
6.35,1,0.983086,0.988512
6.351,1,0.983092,0.988516
6.352,1,0.983097,0.98852
6.353,1,0.983103,0.988523
6.354,1,0.983108,0.988527
6.355,1,0.983113,0.988531
6.356,1,0.983119,0.988534
6.357,1,0.983124,0.988538
6.358,1,0.98313,0.988542
6.359,1,0.983135,0.988545
6.36,1,0.98314,0.988549
6.361,1,0.983146,0.988553
6.362,1,0.983151,0.988556
6.363,1,0.983157,0.98856
6.364,1,0.983162,0.988564
6.365,1,0.983168,0.988567
6.366,1,0.983173,0.988571
6.367,1,0.983178,0.988575
6.368,1,0.983184,0.988578
6.369,1,0.983189,0.988582
6.37,1,0.983195,0.988586
6.371,1,0.9832,0.988589
6.372,1,0.983205,0.988593
6.373,1,0.983211,0.988597
6.374,1,0.983216,0.9886
6.375,1,0.983221,0.988604
6.376,1,0.983227,0.988608
6.377,1,0.983232,0.988611
6.378,1,0.983238,0.988615
6.379,1,0.983243,0.988619
6.38,1,0.983248,0.988622
6.381,1,0.983254,0.988626
6.382,1,0.983259,0.98863
6.383,1,0.983265,0.988633
6.384,1,0.98327,0.988637
6.385,1,0.983275,0.988641
6.386,1,0.983281,0.988644
6.387,1,0.983286,0.988648
6.388,1,0.983291,0.988652
6.389,1,0.983297,0.988655
6.39,1,0.983302,0.988659
6.391,1,0.983307,0.988663
6.392,1,0.983313,0.988666
6.393,1,0.983318,0.98867
6.394,1,0.983324,0.988673
6.395,1,0.983329,0.988677
6.396,1,0.983334,0.988681
6.397,1,0.98334,0.988684
6.398,1,0.983345,0.988688
6.399,1,0.98335,0.988692
6.4,1,0.983356,0.988695
6.401,1,0.983361,0.988699
6.402,1,0.983366,0.988702
6.403,1,0.983372,0.988706
6.404,1,0.983377,0.98871
6.405,1,0.983382,0.988713
6.406,1,0.983388,0.988717
6.407,1,0.983393,0.988721
6.408,1,0.983398,0.988724
6.409,1,0.983404,0.988728
6.41,1,0.983409,0.988731
6.411,1,0.983414,0.988735
6.412,1,0.98342,0.988739
6.413,1,0.983425,0.988742
6.414,1,0.98343,0.988746
6.415,1,0.983436,0.98875
6.416,1,0.983441,0.988753
6.417,1,0.983446,0.988757
6.418,1,0.983452,0.98876
6.419,1,0.983457,0.988764
6.42,1,0.983462,0.988768
6.421,1,0.983467,0.988771
6.422,1,0.983473,0.988775
6.423,1,0.983478,0.988778
6.424,1,0.983483,0.988782
6.425,1,0.983489,0.988786
6.426,1,0.983494,0.988789
6.427,1,0.983499,0.988793
6.428,1,0.983505,0.988796
6.429,1,0.98351,0.9888
6.43,1,0.983515,0.988804
6.431,1,0.98352,0.988807
6.432,1,0.983526,0.988811
6.433,1,0.983531,0.988814
6.434,1,0.983536,0.988818
6.435,1,0.983542,0.988822
6.436,1,0.983547,0.988825
6.437,1,0.983552,0.988829
6.438,1,0.983557,0.988832
6.439,1,0.983563,0.988836
6.44,1,0.983568,0.988839
6.441,1,0.983573,0.988843
6.442,1,0.983579,0.988847
6.443,1,0.983584,0.98885
6.444,1,0.983589,0.988854
6.445,1,0.983594,0.988857
6.446,1,0.9836,0.988861
6.447,1,0.983605,0.988865
6.448,1,0.98361,0.988868
6.449,1,0.983615,0.988872
6.45,1,0.983621,0.988875
6.451,1,0.983626,0.988879
6.452,1,0.983631,0.988882
6.453,1,0.983636,0.988886
6.454,1,0.983642,0.98889
6.455,1,0.983647,0.988893
6.456,1,0.983652,0.988897
6.457,1,0.983657,0.9889
6.458,1,0.983663,0.988904
6.459,1,0.983668,0.988907
6.46,1,0.983673,0.988911
6.461,1,0.983678,0.988914
6.462,1,0.983684,0.988918
6.463,1,0.983689,0.988922
6.464,1,0.983694,0.988925
6.465,1,0.983699,0.988929
6.466,1,0.983705,0.988932
6.467,1,0.98371,0.988936
6.468,1,0.983715,0.988939
6.469,1,0.98372,0.988943
6.47,1,0.983726,0.988946
6.471,1,0.983731,0.98895
6.472,1,0.983736,0.988954
6.473,1,0.983741,0.988957
6.474,1,0.983746,0.988961
6.475,1,0.983752,0.988964
6.476,1,0.983757,0.988968
6.477,1,0.983762,0.988971
6.478,1,0.983767,0.988975
6.479,1,0.983772,0.988978
6.48,1,0.983778,0.988982
6.481,1,0.983783,0.988985
6.482,1,0.983788,0.988989
6.483,1,0.983793,0.988993
6.484,1,0.983799,0.988996
6.485,1,0.983804,0.989
6.486,1,0.983809,0.989003
6.487,1,0.983814,0.989007
6.488,1,0.983819,0.98901
6.489,1,0.983824,0.989014
6.49,1,0.98383,0.989017
6.491,1,0.983835,0.989021
6.492,1,0.98384,0.989024
6.493,1,0.983845,0.989028
6.494,1,0.98385,0.989031
6.495,1,0.983856,0.989035
6.496,1,0.983861,0.989038
6.497,1,0.983866,0.989042
6.498,1,0.983871,0.989045
6.499,1,0.983876,0.989049
6.5,1,0.983882,0.989052
6.501,1,0.983887,0.989056
6.502,1,0.983892,0.989059
6.503,1,0.983897,0.989063
6.504,1,0.983902,0.989066
6.505,1,0.983907,0.98907
6.506,1,0.983913,0.989073
6.507,1,0.983918,0.989077
6.508,1,0.983923,0.989081
6.509,1,0.983928,0.989084
6.51,1,0.983933,0.989088
6.511,1,0.983938,0.989091
6.512,1,0.983944,0.989095
6.513,1,0.983949,0.989098
6.514,1,0.983954,0.989102
6.515,1,0.983959,0.989105
6.516,1,0.983964,0.989109
6.517,1,0.983969,0.989112
6.518,1,0.983974,0.989116
6.519,1,0.98398,0.989119
6.52,1,0.983985,0.989122
6.521,1,0.98399,0.989126
6.522,1,0.983995,0.989129
6.523,1,0.984,0.989133
6.524,1,0.984005,0.989136
6.525,1,0.98401,0.98914
6.526,1,0.984016,0.989143
6.527,1,0.984021,0.989147
6.528,1,0.984026,0.98915
6.529,1,0.984031,0.989154
6.53,1,0.984036,0.989157
6.531,1,0.984041,0.989161
6.532,1,0.984046,0.989164
6.533,1,0.984051,0.989168
6.534,1,0.984057,0.989171
6.535,1,0.984062,0.989175
6.536,1,0.984067,0.989178
6.537,1,0.984072,0.989182
6.538,1,0.984077,0.989185
6.539,1,0.984082,0.989189
6.54,1,0.984087,0.989192
6.541,1,0.984092,0.989196
6.542,1,0.984097,0.989199
6.543,1,0.984103,0.989203
6.544,1,0.984108,0.989206
6.545,1,0.984113,0.989209
6.546,1,0.984118,0.989213
6.547,1,0.984123,0.989216
6.548,1,0.984128,0.98922
6.549,1,0.984133,0.989223
6.55,1,0.984138,0.989227
6.551,1,0.984143,0.98923
6.552,1,0.984148,0.989234
6.553,1,0.984153,0.989237
6.554,1,0.984159,0.989241
6.555,1,0.984164,0.989244
6.556,1,0.984169,0.989248
6.557,1,0.984174,0.989251
6.558,1,0.984179,0.989254
6.559,1,0.984184,0.989258
6.56,1,0.984189,0.989261
6.561,1,0.984194,0.989265
6.562,1,0.984199,0.989268
6.563,1,0.984204,0.989272
6.564,1,0.984209,0.989275
6.565,1,0.984214,0.989279
6.566,1,0.984219,0.989282
6.567,1,0.984225,0.989285
6.568,1,0.98423,0.989289
6.569,1,0.984235,0.989292
6.57,1,0.98424,0.989296
6.571,1,0.984245,0.989299
6.572,1,0.98425,0.989303
6.573,1,0.984255,0.989306
6.574,1,0.98426,0.989309
6.575,1,0.984265,0.989313
6.576,1,0.98427,0.989316
6.577,1,0.984275,0.98932
6.578,1,0.98428,0.989323
6.579,1,0.984285,0.989327
6.58,1,0.98429,0.98933
6.581,1,0.984295,0.989333
6.582,1,0.9843,0.989337
6.583,1,0.984305,0.98934
6.584,1,0.98431,0.989344
6.585,1,0.984315,0.989347
6.586,1,0.984321,0.989351
6.587,1,0.984326,0.989354
6.588,1,0.984331,0.989357
6.589,1,0.984336,0.989361
6.59,1,0.984341,0.989364
6.591,1,0.984346,0.989368
6.592,1,0.984351,0.989371
6.593,1,0.984356,0.989374
6.594,1,0.984361,0.989378
6.595,1,0.984366,0.989381
6.596,1,0.984371,0.989385
6.597,1,0.984376,0.989388
6.598,1,0.984381,0.989392
6.599,1,0.984386,0.989395
6.6,1,0.984391,0.989398
6.601,1,0.984396,0.989402
6.602,1,0.984401,0.989405
6.603,1,0.984406,0.989409
6.604,1,0.984411,0.989412
6.605,1,0.984416,0.989415
6.606,1,0.984421,0.989419
6.607,1,0.984426,0.989422
6.608,1,0.984431,0.989426
6.609,1,0.984436,0.989429
6.61,1,0.984441,0.989432
6.611,1,0.984446,0.989436
6.612,1,0.984451,0.989439
6.613,1,0.984456,0.989442
6.614,1,0.984461,0.989446
6.615,1,0.984466,0.989449
6.616,1,0.984471,0.989453
6.617,1,0.984476,0.989456
6.618,1,0.984481,0.989459
6.619,1,0.984486,0.989463
6.62,1,0.984491,0.989466
6.621,1,0.984496,0.98947
6.622,1,0.984501,0.989473
6.623,1,0.984506,0.989476
6.624,1,0.984511,0.98948
6.625,1,0.984516,0.989483
6.626,1,0.984521,0.989486
6.627,1,0.984526,0.98949
6.628,1,0.984531,0.989493
6.629,1,0.984535,0.989497
6.63,1,0.98454,0.9895
6.631,1,0.984545,0.989503
6.632,1,0.98455,0.989507
6.633,1,0.984555,0.98951
6.634,1,0.98456,0.989513
6.635,1,0.984565,0.989517
6.636,1,0.98457,0.98952
6.637,1,0.984575,0.989524
6.638,1,0.98458,0.989527
6.639,1,0.984585,0.98953
6.64,1,0.98459,0.989534
6.641,1,0.984595,0.989537
6.642,1,0.9846,0.98954
6.643,1,0.984605,0.989544
6.644,1,0.98461,0.989547
6.645,1,0.984615,0.98955
6.646,1,0.98462,0.989554
6.647,1,0.984625,0.989557
6.648,1,0.98463,0.98956
6.649,1,0.984634,0.989564
6.65,1,0.984639,0.989567
6.651,1,0.984644,0.989571
6.652,1,0.984649,0.989574
6.653,1,0.984654,0.989577
6.654,1,0.984659,0.989581
6.655,1,0.984664,0.989584
6.656,1,0.984669,0.989587
6.657,1,0.984674,0.989591
6.658,1,0.984679,0.989594
6.659,1,0.984684,0.989597
6.66,1,0.984689,0.989601
6.661,1,0.984694,0.989604
6.662,1,0.984698,0.989607
6.663,1,0.984703,0.989611
6.664,1,0.984708,0.989614
6.665,1,0.984713,0.989617
6.666,1,0.984718,0.989621
6.667,1,0.984723,0.989624
6.668,1,0.984728,0.989627
6.669,1,0.984733,0.989631
6.67,1,0.984738,0.989634
6.671,1,0.984743,0.989637
6.672,1,0.984748,0.989641
6.673,1,0.984752,0.989644
6.674,1,0.984757,0.989647
6.675,1,0.984762,0.989651
6.676,1,0.984767,0.989654
6.677,1,0.984772,0.989657
6.678,1,0.984777,0.989661
6.679,1,0.984782,0.989664
6.68,1,0.984787,0.989667
6.681,1,0.984792,0.989671
6.682,1,0.984796,0.989674
6.683,1,0.984801,0.989677
6.684,1,0.984806,0.98968
6.685,1,0.984811,0.989684
6.686,1,0.984816,0.989687
6.687,1,0.984821,0.98969
6.688,1,0.984826,0.989694
6.689,1,0.984831,0.989697
6.69,1,0.984835,0.9897
6.691,1,0.98484,0.989704
6.692,1,0.984845,0.989707
6.693,1,0.98485,0.98971
6.694,1,0.984855,0.989714
6.695,1,0.98486,0.989717
6.696,1,0.984865,0.98972
6.697,1,0.984869,0.989723
6.698,1,0.984874,0.989727
6.699,1,0.984879,0.98973
6.7,1,0.984884,0.989733
6.701,1,0.984889,0.989737
6.702,1,0.984894,0.98974
6.703,1,0.984899,0.989743
6.704,1,0.984903,0.989747
6.705,1,0.984908,0.98975
6.706,1,0.984913,0.989753
6.707,1,0.984918,0.989756
6.708,1,0.984923,0.98976
6.709,1,0.984928,0.989763
6.71,1,0.984932,0.989766
6.711,1,0.984937,0.98977
6.712,1,0.984942,0.989773
6.713,1,0.984947,0.989776
6.714,1,0.984952,0.989779
6.715,1,0.984957,0.989783
6.716,1,0.984961,0.989786
6.717,1,0.984966,0.989789
6.718,1,0.984971,0.989792
6.719,1,0.984976,0.989796
6.72,1,0.984981,0.989799
6.721,1,0.984986,0.989802
6.722,1,0.98499,0.989806
6.723,1,0.984995,0.989809
6.724,1,0.985,0.989812
6.725,1,0.985005,0.989815
6.726,1,0.98501,0.989819
6.727,1,0.985015,0.989822
6.728,1,0.985019,0.989825
6.729,1,0.985024,0.989828
6.73,1,0.985029,0.989832
6.731,1,0.985034,0.989835
6.732,1,0.985039,0.989838
6.733,1,0.985043,0.989842
6.734,1,0.985048,0.989845
6.735,1,0.985053,0.989848
6.736,1,0.985058,0.989851
6.737,1,0.985063,0.989855
6.738,1,0.985067,0.989858
6.739,1,0.985072,0.989861
6.74,1,0.985077,0.989864
6.741,1,0.985082,0.989868
6.742,1,0.985087,0.989871
6.743,1,0.985091,0.989874
6.744,1,0.985096,0.989877
6.745,1,0.985101,0.989881
6.746,1,0.985106,0.989884
6.747,1,0.98511,0.989887
6.748,1,0.985115,0.98989
6.749,1,0.98512,0.989894
6.75,1,0.985125,0.989897
6.751,1,0.98513,0.9899
6.752,1,0.985134,0.989903
6.753,1,0.985139,0.989907
6.754,1,0.985144,0.98991
6.755,1,0.985149,0.989913
6.756,1,0.985153,0.989916
6.757,1,0.985158,0.98992
6.758,1,0.985163,0.989923
6.759,1,0.985168,0.989926
6.76,1,0.985172,0.989929
6.761,1,0.985177,0.989932
6.762,1,0.985182,0.989936
6.763,1,0.985187,0.989939
6.764,1,0.985191,0.989942
6.765,1,0.985196,0.989945
6.766,1,0.985201,0.989949
6.767,1,0.985206,0.989952
6.768,1,0.98521,0.989955
6.769,1,0.985215,0.989958
6.77,1,0.98522,0.989961
6.771,1,0.985225,0.989965
6.772,1,0.985229,0.989968
6.773,1,0.985234,0.989971
6.774,1,0.985239,0.989974
6.775,1,0.985244,0.989978
6.776,1,0.985248,0.989981
6.777,1,0.985253,0.989984
6.778,1,0.985258,0.989987
6.779,1,0.985263,0.98999
6.78,1,0.985267,0.989994
6.781,1,0.985272,0.989997
6.782,1,0.985277,0.99
6.783,1,0.985282,0.990003
6.784,1,0.985286,0.990007
6.785,1,0.985291,0.99001
6.786,1,0.985296,0.990013
6.787,1,0.9853,0.990016
6.788,1,0.985305,0.990019
6.789,1,0.98531,0.990023
6.79,1,0.985315,0.990026
6.791,1,0.985319,0.990029
6.792,1,0.985324,0.990032
6.793,1,0.985329,0.990035
6.794,1,0.985333,0.990039
6.795,1,0.985338,0.990042
6.796,1,0.985343,0.990045
6.797,1,0.985348,0.990048
6.798,1,0.985352,0.990051
6.799,1,0.985357,0.990055
6.8,1,0.985362,0.990058
6.801,1,0.985366,0.990061
6.802,1,0.985371,0.990064
6.803,1,0.985376,0.990067
6.804,1,0.98538,0.99007
6.805,1,0.985385,0.990074
6.806,1,0.98539,0.990077
6.807,1,0.985395,0.99008
6.808,1,0.985399,0.990083
6.809,1,0.985404,0.990086
6.81,1,0.985409,0.99009
6.811,1,0.985413,0.990093
6.812,1,0.985418,0.990096
6.813,1,0.985423,0.990099
6.814,1,0.985427,0.990102
6.815,1,0.985432,0.990105
6.816,1,0.985437,0.990109
6.817,1,0.985441,0.990112
6.818,1,0.985446,0.990115
6.819,1,0.985451,0.990118
6.82,1,0.985455,0.990121
6.821,1,0.98546,0.990125
6.822,1,0.985465,0.990128
6.823,1,0.985469,0.990131
6.824,1,0.985474,0.990134
6.825,1,0.985479,0.990137
6.826,1,0.985483,0.99014
6.827,1,0.985488,0.990144
6.828,1,0.985493,0.990147
6.829,1,0.985497,0.99015
6.83,1,0.985502,0.990153
6.831,1,0.985507,0.990156
6.832,1,0.985511,0.990159
6.833,1,0.985516,0.990163
6.834,1,0.985521,0.990166
6.835,1,0.985525,0.990169
6.836,1,0.98553,0.990172
6.837,1,0.985535,0.990175
6.838,1,0.985539,0.990178
6.839,1,0.985544,0.990181
6.84,1,0.985548,0.990185
6.841,1,0.985553,0.990188
6.842,1,0.985558,0.990191
6.843,1,0.985562,0.990194
6.844,1,0.985567,0.990197
6.845,1,0.985572,0.9902
6.846,1,0.985576,0.990203
6.847,1,0.985581,0.990207
6.848,1,0.985586,0.99021
6.849,1,0.98559,0.990213
6.85,1,0.985595,0.990216
6.851,1,0.985599,0.990219
6.852,1,0.985604,0.990222
6.853,1,0.985609,0.990225
6.854,1,0.985613,0.990229
6.855,1,0.985618,0.990232
6.856,1,0.985623,0.990235
6.857,1,0.985627,0.990238
6.858,1,0.985632,0.990241
6.859,1,0.985636,0.990244
6.86,1,0.985641,0.990247
6.861,1,0.985646,0.990251
6.862,1,0.98565,0.990254
6.863,1,0.985655,0.990257
6.864,1,0.985659,0.99026
6.865,1,0.985664,0.990263
6.866,1,0.985669,0.990266
6.867,1,0.985673,0.990269
6.868,1,0.985678,0.990272
6.869,1,0.985682,0.990276
6.87,1,0.985687,0.990279
6.871,1,0.985692,0.990282
6.872,1,0.985696,0.990285
6.873,1,0.985701,0.990288
6.874,1,0.985705,0.990291
6.875,1,0.98571,0.990294
6.876,1,0.985715,0.990297
6.877,1,0.985719,0.990301
6.878,1,0.985724,0.990304
6.879,1,0.985728,0.990307
6.88,1,0.985733,0.99031
6.881,1,0.985737,0.990313
6.882,1,0.985742,0.990316
6.883,1,0.985747,0.990319
6.884,1,0.985751,0.990322
6.885,1,0.985756,0.990325
6.886,1,0.98576,0.990329
6.887,1,0.985765,0.990332
6.888,1,0.985769,0.990335
6.889,1,0.985774,0.990338
6.89,1,0.985779,0.990341
6.891,1,0.985783,0.990344
6.892,1,0.985788,0.990347
6.893,1,0.985792,0.99035
6.894,1,0.985797,0.990353
6.895,1,0.985801,0.990356
6.896,1,0.985806,0.99036
6.897,1,0.985811,0.990363
6.898,1,0.985815,0.990366
6.899,1,0.98582,0.990369
6.9,1,0.985824,0.990372
6.901,1,0.985829,0.990375
6.902,1,0.985833,0.990378
6.903,1,0.985838,0.990381
6.904,1,0.985842,0.990384
6.905,1,0.985847,0.990387
6.906,1,0.985851,0.99039
6.907,1,0.985856,0.990393
6.908,1,0.985861,0.990397
6.909,1,0.985865,0.9904
6.91,1,0.98587,0.990403
6.911,1,0.985874,0.990406
6.912,1,0.985879,0.990409
6.913,1,0.985883,0.990412
6.914,1,0.985888,0.990415
6.915,1,0.985892,0.990418
6.916,1,0.985897,0.990421
6.917,1,0.985901,0.990424
6.918,1,0.985906,0.990427
6.919,1,0.98591,0.99043
6.92,1,0.985915,0.990434
6.921,1,0.985919,0.990437
6.922,1,0.985924,0.99044
6.923,1,0.985929,0.990443
6.924,1,0.985933,0.990446
6.925,1,0.985938,0.990449
6.926,1,0.985942,0.990452
6.927,1,0.985947,0.990455
6.928,1,0.985951,0.990458
6.929,1,0.985956,0.990461
6.93,1,0.98596,0.990464
6.931,1,0.985965,0.990467
6.932,1,0.985969,0.99047
6.933,1,0.985974,0.990473
6.934,1,0.985978,0.990476
6.935,1,0.985983,0.990479
6.936,1,0.985987,0.990483
6.937,1,0.985992,0.990486
6.938,1,0.985996,0.990489
6.939,1,0.986001,0.990492
6.94,1,0.986005,0.990495
6.941,1,0.98601,0.990498
6.942,1,0.986014,0.990501
6.943,1,0.986019,0.990504
6.944,1,0.986023,0.990507
6.945,1,0.986028,0.99051
6.946,1,0.986032,0.990513
6.947,1,0.986037,0.990516
6.948,1,0.986041,0.990519
6.949,1,0.986045,0.990522
6.95,1,0.98605,0.990525
6.951,1,0.986054,0.990528
6.952,1,0.986059,0.990531
6.953,1,0.986063,0.990534
6.954,1,0.986068,0.990537
6.955,1,0.986072,0.99054
6.956,1,0.986077,0.990543
6.957,1,0.986081,0.990546
6.958,1,0.986086,0.99055
6.959,1,0.98609,0.990553
6.96,1,0.986095,0.990556
6.961,1,0.986099,0.990559
6.962,1,0.986104,0.990562
6.963,1,0.986108,0.990565
6.964,1,0.986113,0.990568
6.965,1,0.986117,0.990571
6.966,1,0.986121,0.990574
6.967,1,0.986126,0.990577
6.968,1,0.98613,0.99058
6.969,1,0.986135,0.990583
6.97,1,0.986139,0.990586
6.971,1,0.986144,0.990589
6.972,1,0.986148,0.990592
6.973,1,0.986153,0.990595
6.974,1,0.986157,0.990598
6.975,1,0.986161,0.990601
6.976,1,0.986166,0.990604
6.977,1,0.98617,0.990607
6.978,1,0.986175,0.99061
6.979,1,0.986179,0.990613
6.98,1,0.986184,0.990616
6.981,1,0.986188,0.990619
6.982,1,0.986193,0.990622
6.983,1,0.986197,0.990625
6.984,1,0.986201,0.990628
6.985,1,0.986206,0.990631
6.986,1,0.98621,0.990634
6.987,1,0.986215,0.990637
6.988,1,0.986219,0.99064
6.989,1,0.986224,0.990643
6.99,1,0.986228,0.990646
6.991,1,0.986232,0.990649
6.992,1,0.986237,0.990652
6.993,1,0.986241,0.990655
6.994,1,0.986246,0.990658
6.995,1,0.98625,0.990661
6.996,1,0.986254,0.990664
6.997,1,0.986259,0.990667
6.998,1,0.986263,0.99067
6.999,1,0.986268,0.990673
7,1,0.986272,0.990676
7.001,1,0.986277,0.990679
7.002,1,0.986281,0.990682
7.003,1,0.986285,0.990685
7.004,1,0.98629,0.990688
7.005,1,0.986294,0.990691
7.006,1,0.986299,0.990694
7.007,1,0.986303,0.990697
7.008,1,0.986307,0.9907
7.009,1,0.986312,0.990703
7.01,1,0.986316,0.990706
7.011,1,0.986321,0.990709
7.012,1,0.986325,0.990712
7.013,1,0.986329,0.990715
7.014,1,0.986334,0.990718
7.015,1,0.986338,0.990721
7.016,1,0.986342,0.990724
7.017,1,0.986347,0.990727
7.018,1,0.986351,0.99073
7.019,1,0.986356,0.990733
7.02,1,0.98636,0.990736
7.021,1,0.986364,0.990739
7.022,1,0.986369,0.990742
7.023,1,0.986373,0.990745
7.024,1,0.986378,0.990748
7.025,1,0.986382,0.990751
7.026,1,0.986386,0.990754
7.027,1,0.986391,0.990757
7.028,1,0.986395,0.99076
7.029,1,0.986399,0.990763
7.03,1,0.986404,0.990765
7.031,1,0.986408,0.990768
7.032,1,0.986412,0.990771
7.033,1,0.986417,0.990774
7.034,1,0.986421,0.990777
7.035,1,0.986426,0.99078
7.036,1,0.98643,0.990783
7.037,1,0.986434,0.990786
7.038,1,0.986439,0.990789
7.039,1,0.986443,0.990792
7.04,1,0.986447,0.990795
7.041,1,0.986452,0.990798
7.042,1,0.986456,0.990801
7.043,1,0.98646,0.990804
7.044,1,0.986465,0.990807
7.045,1,0.986469,0.99081
7.046,1,0.986473,0.990813
7.047,1,0.986478,0.990816
7.048,1,0.986482,0.990819
7.049,1,0.986486,0.990822
7.05,1,0.986491,0.990825
7.051,1,0.986495,0.990828
7.052,1,0.986499,0.99083
7.053,1,0.986504,0.990833
7.054,1,0.986508,0.990836
7.055,1,0.986512,0.990839
7.056,1,0.986517,0.990842
7.057,1,0.986521,0.990845
7.058,1,0.986525,0.990848
7.059,1,0.98653,0.990851
7.06,1,0.986534,0.990854
7.061,1,0.986538,0.990857
7.062,1,0.986543,0.99086
7.063,1,0.986547,0.990863
7.064,1,0.986551,0.990866
7.065,1,0.986556,0.990869
7.066,1,0.98656,0.990872
7.067,1,0.986564,0.990875
7.068,1,0.986569,0.990877
7.069,1,0.986573,0.99088
7.07,1,0.986577,0.990883
7.071,1,0.986582,0.990886
7.072,1,0.986586,0.990889
7.073,1,0.98659,0.990892
7.074,1,0.986594,0.990895
7.075,1,0.986599,0.990898
7.076,1,0.986603,0.990901
7.077,1,0.986607,0.990904
7.078,1,0.986612,0.990907
7.079,1,0.986616,0.99091
7.08,1,0.98662,0.990913
7.081,1,0.986625,0.990915
7.082,1,0.986629,0.990918
