time,reference,output,control
0.378,5,0.631168,2
0.379,5,0.632537,2
0.38,5,0.633905,2
0.381,5,0.635271,2
0.382,5,0.636635,2
0.383,5,0.637999,2
0.384,5,0.639361,2
0.385,5,0.640721,2
0.386,5,0.642081,2
0.387,5,0.643439,2
0.388,5,0.644795,2
0.389,5,0.64615,2
0.39,5,0.647504,2
0.391,5,0.648857,2
0.392,5,0.650208,2
0.393,5,0.651558,2
0.394,5,0.652906,2
0.395,5,0.654253,2
0.396,5,0.655599,2
0.397,5,0.656943,2
0.398,5,0.658286,2
0.399,5,0.659628,2
0.4,5,0.660969,2
0.401,5,0.662308,2
0.402,5,0.663645,2
0.403,5,0.664982,2
0.404,5,0.666317,2
0.405,5,0.66765,2
0.406,5,0.668983,2
0.407,5,0.670314,2
0.408,5,0.671643,2
0.409,5,0.672972,2
0.41,5,0.674299,2
0.411,5,0.675624,2
0.412,5,0.676949,2
0.413,5,0.678272,2
0.414,5,0.679594,2
0.415,5,0.680914,2
0.416,5,0.682233,2
0.417,5,0.683551,2
0.418,5,0.684867,2
0.419,5,0.686182,2
0.42,5,0.687496,2
0.421,5,0.688809,2
0.422,5,0.69012,2
0.423,5,0.69143,2
0.424,5,0.692738,2
0.425,5,0.694046,2
0.426,5,0.695352,2
0.427,5,0.696656,2
0.428,5,0.69796,2
0.429,5,0.699262,2
0.43,5,0.700562,2
0.431,5,0.701862,2
0.432,5,0.70316,2
0.433,5,0.704457,2
0.434,5,0.705752,2
0.435,5,0.707047,2
0.436,5,0.70834,2
0.437,5,0.709631,2
0.438,5,0.710922,2
0.439,5,0.712211,2
0.44,5,0.713498,2
0.441,5,0.714785,2
0.442,5,0.71607,2
0.443,5,0.717354,2
0.444,5,0.718637,2
0.445,5,0.719918,2
0.446,5,0.721198,2
0.447,5,0.722477,2
0.448,5,0.723755,2
0.449,5,0.725031,2
0.45,5,0.726306,2
0.451,5,0.727579,2
0.452,5,0.728852,2
0.453,5,0.730123,2
0.454,5,0.731393,2
0.455,5,0.732662,2
0.456,5,0.733929,2
0.457,5,0.735195,2
0.458,5,0.73646,2
0.459,5,0.737723,2
0.46,5,0.738986,2
0.461,5,0.740247,2
0.462,5,0.741506,2
0.463,5,0.742765,2
0.464,5,0.744022,2
0.465,5,0.745278,2
0.466,5,0.746533,2
0.467,5,0.747786,2
0.468,5,0.749038,2
0.469,5,0.750289,2
0.47,5,0.751539,2
0.471,5,0.752788,2
0.472,5,0.754035,2
0.473,5,0.755281,2
0.474,5,0.756525,2
0.475,5,0.757769,2
0.476,5,0.759011,2
0.477,5,0.760252,2
0.478,5,0.761492,2
0.479,5,0.76273,2
0.48,5,0.763968,2
0.481,5,0.765204,2
0.482,5,0.766438,2
0.483,5,0.767672,2
0.484,5,0.768904,2
0.485,5,0.770135,2
0.486,5,0.771365,2
0.487,5,0.772594,2
0.488,5,0.773821,2
0.489,5,0.775048,2
0.49,5,0.776273,2
0.491,5,0.777496,2
0.492,5,0.778719,2
0.493,5,0.77994,2
0.494,5,0.78116,2
0.495,5,0.782379,2
0.496,5,0.783597,2
0.497,5,0.784813,2
0.498,5,0.786028,2
0.499,5,0.787242,2
0.5,5,0.788455,2
0.501,5,0.789666,2
0.502,5,0.790877,2
0.503,5,0.792086,2
0.504,5,0.793294,2
0.505,5,0.7945,2
0.506,5,0.795706,2
0.507,5,0.79691,2
0.508,5,0.798113,2
0.509,5,0.799315,2
0.51,5,0.800516,2
0.511,5,0.801715,2
0.512,5,0.802914,2
0.513,5,0.804111,2
0.514,5,0.805307,2
0.515,5,0.806501,2
0.516,5,0.807695,2
0.517,5,0.808887,2
0.518,5,0.810078,2
0.519,5,0.811268,2
0.52,5,0.812457,2
0.521,5,0.813644,2
0.522,5,0.814831,2
0.523,5,0.816016,2
0.524,5,0.8172,2
0.525,5,0.818383,2
0.526,5,0.819564,2
0.527,5,0.820745,2
0.528,5,0.821924,2
0.529,5,0.823102,2
0.53,5,0.824279,2
0.531,5,0.825455,2
0.532,5,0.826629,2
0.533,5,0.827803,2
0.534,5,0.828975,2
0.535,5,0.830146,2
0.536,5,0.831316,2
0.537,5,0.832484,2
0.538,5,0.833652,2
0.539,5,0.834818,2
0.54,5,0.835984,2
0.541,5,0.837148,2
0.542,5,0.83831,2
0.543,5,0.839472,2
0.544,5,0.840633,2
0.545,5,0.841792,2
0.546,5,0.84295,2
0.547,5,0.844107,2
0.548,5,0.845263,2
0.549,5,0.846418,2
0.55,5,0.847571,2
0.551,5,0.848724,2
0.552,5,0.849875,2
0.553,5,0.851025,2
0.554,5,0.852174,2
0.555,5,0.853322,2
0.556,5,0.854469,2
0.557,5,0.855614,2
0.558,5,0.856759,2
0.559,5,0.857902,2
0.56,5,0.859044,2
0.561,5,0.860185,2
0.562,5,0.861325,2
0.563,5,0.862463,2
0.564,5,0.863601,2
0.565,5,0.864737,2
0.566,5,0.865873,2
0.567,5,0.867007,2
0.568,5,0.86814,2
0.569,5,0.869272,2
0.57,5,0.870402,2
0.571,5,0.871532,2
0.572,5,0.87266,2
0.573,5,0.873788,2
0.574,5,0.874914,2
0.575,5,0.876039,2
0.576,5,0.877163,2
0.577,5,0.878286,2
0.578,5,0.879408,2
0.579,5,0.880528,2
0.58,5,0.881648,2
0.581,5,0.882766,2
0.582,5,0.883883,2
0.583,5,0.884999,2
0.584,5,0.886114,2
0.585,5,0.887228,2
0.586,5,0.888341,2
0.587,5,0.889453,2
0.588,5,0.890563,2
0.589,5,0.891673,2
0.59,5,0.892781,2
0.591,5,0.893888,2
0.592,5,0.894994,2
0.593,5,0.896099,2
0.594,5,0.897203,2
0.595,5,0.898306,2
0.596,5,0.899408,2
0.597,5,0.900508,2
0.598,5,0.901608,2
0.599,5,0.902706,2
0.6,5,0.903803,2
0.601,5,0.9049,2
0.602,5,0.905995,2
0.603,5,0.907089,2
0.604,5,0.908182,2
0.605,5,0.909274,2
0.606,5,0.910364,2
0.607,5,0.911454,2
0.608,5,0.912542,2
0.609,5,0.91363,2
0.61,5,0.914716,2
0.611,5,0.915802,2
0.612,5,0.916886,2
0.613,5,0.917969,2
0.614,5,0.919051,2
0.615,5,0.920132,2
0.616,5,0.921212,2
0.617,5,0.92229,2
0.618,5,0.923368,2
0.619,5,0.924445,2
0.62,5,0.92552,2
0.621,5,0.926595,2
0.622,5,0.927668,2
0.623,5,0.928741,2
0.624,5,0.929812,2
0.625,5,0.930882,2
0.626,5,0.931951,2
0.627,5,0.933019,2
0.628,5,0.934086,2
0.629,5,0.935152,2
0.63,5,0.936217,2
0.631,5,0.937281,2
0.632,5,0.938343,2
0.633,5,0.939405,2
0.634,5,0.940466,2
0.635,5,0.941525,2
0.636,5,0.942584,2
0.637,5,0.943641,2
0.638,5,0.944697,2
0.639,5,0.945753,2
0.64,5,0.946807,2
0.641,5,0.94786,2
0.642,5,0.948912,2
0.643,5,0.949963,2
0.644,5,0.951013,2
0.645,5,0.952062,2
0.646,5,0.95311,2
0.647,5,0.954157,2
0.648,5,0.955203,2
0.649,5,0.956248,2
0.65,5,0.957292,2
0.651,5,0.958334,2
0.652,5,0.959376,2
0.653,5,0.960417,2
0.654,5,0.961456,2
0.655,5,0.962495,2
0.656,5,0.963532,2
0.657,5,0.964569,2
0.658,5,0.965604,2
0.659,5,0.966639,2
0.66,5,0.967672,2
0.661,5,0.968704,2
0.662,5,0.969736,2
0.663,5,0.970766,2
0.664,5,0.971795,2
0.665,5,0.972823,2
0.666,5,0.97385,2
0.667,5,0.974877,2
0.668,5,0.975902,2
0.669,5,0.976926,2
0.67,5,0.977949,2
0.671,5,0.978971,2
0.672,5,0.979992,2
0.673,5,0.981012,2
0.674,5,0.982031,2
0.675,5,0.983049,2
0.676,5,0.984066,2
0.677,5,0.985082,2
0.678,5,0.986097,2
0.679,5,0.987111,2
0.68,5,0.988124,2
0.681,5,0.989135,2
0.682,5,0.990146,2
0.683,5,0.991156,2
0.684,5,0.992165,2
0.685,5,0.993173,2
0.686,5,0.99418,2
0.687,5,0.995185,2
0.688,5,0.99619,2
0.689,5,0.997194,2
0.69,5,0.998197,2
0.691,5,0.999199,2
0.692,5,1.0002,2
0.693,5,1.0012,2
0.694,5,1.0022,2
0.695,5,1.0032,2
0.696,5,1.00419,2
0.697,5,1.00519,2
0.698,5,1.00618,2
0.699,5,1.00718,2
0.7,5,1.00817,2
0.701,5,1.00916,2
0.702,5,1.01015,2
0.703,5,1.01114,2
0.704,5,1.01213,2
0.705,5,1.01312,2
0.706,5,1.01411,2
0.707,5,1.01509,2
0.708,5,1.01608,2
0.709,5,1.01706,2
0.71,5,1.01804,2
0.711,5,1.01903,2
0.712,5,1.02001,2
0.713,5,1.02099,2
0.714,5,1.02197,2
0.715,5,1.02294,2
0.716,5,1.02392,2
0.717,5,1.0249,2
0.718,5,1.02587,2
0.719,5,1.02685,2
0.72,5,1.02782,2
0.721,5,1.02879,2
0.722,5,1.02976,2
0.723,5,1.03073,2
0.724,5,1.0317,2
0.725,5,1.03267,2
0.726,5,1.03364,2
0.727,5,1.0346,2
0.728,5,1.03557,2
0.729,5,1.03653,2
0.73,5,1.0375,2
0.731,5,1.03846,2
0.732,5,1.03942,2
0.733,5,1.04038,2
0.734,5,1.04134,2
0.735,5,1.0423,2
0.736,5,1.04326,2
0.737,5,1.04421,2
0.738,5,1.04517,2
0.739,5,1.04613,2
0.74,5,1.04708,2
0.741,5,1.04803,2
0.742,5,1.04898,2
0.743,5,1.04994,2
0.744,5,1.05089,2
0.745,5,1.05183,2
0.746,5,1.05278,2
0.747,5,1.05373,2
0.748,5,1.05468,2
0.749,5,1.05562,2
0.75,5,1.05657,2
0.751,5,1.05751,2
0.752,5,1.05845,2
0.753,5,1.05939,2
0.754,5,1.06033,2
0.755,5,1.06127,2
0.756,5,1.06221,2
0.757,5,1.06315,2
0.758,5,1.06409,2
0.759,5,1.06502,2
0.76,5,1.06596,2
0.761,5,1.06689,2
0.762,5,1.06782,2
0.763,5,1.06876,2
0.764,5,1.06969,2
0.765,5,1.07062,2
0.766,5,1.07155,2
0.767,5,1.07248,2
0.768,5,1.0734,2
0.769,5,1.07433,2
0.77,5,1.07526,2
0.771,5,1.07618,2
0.772,5,1.0771,2
0.773,5,1.07803,2
0.774,5,1.07895,2
0.775,5,1.07987,2
0.776,5,1.08079,2
0.777,5,1.08171,2
0.778,5,1.08263,2
0.779,5,1.08355,2
0.78,5,1.08446,2
0.781,5,1.08538,2
0.782,5,1.08629,2
0.783,5,1.08721,2
0.784,5,1.08812,2
0.785,5,1.08903,2
0.786,5,1.08994,2
0.787,5,1.09085,2
0.788,5,1.09176,2
0.789,5,1.09267,2
0.79,5,1.09358,2
0.791,5,1.09448,2
0.792,5,1.09539,2
0.793,5,1.09629,2
0.794,5,1.0972,2
0.795,5,1.0981,2
0.796,5,1.099,2
0.797,5,1.0999,2
0.798,5,1.1008,2
0.799,5,1.1017,2
0.8,5,1.1026,2
0.801,5,1.1035,2
0.802,5,1.10439,2
0.803,5,1.10529,2
0.804,5,1.10618,2
0.805,5,1.10708,2
0.806,5,1.10797,2
0.807,5,1.10886,2
0.808,5,1.10975,2
0.809,5,1.11064,2
0.81,5,1.11153,2
0.811,5,1.11242,2
0.812,5,1.11331,2
0.813,5,1.1142,2
0.814,5,1.11508,2
0.815,5,1.11597,2
0.816,5,1.11685,2
0.817,5,1.11773,2
0.818,5,1.11862,2
0.819,5,1.1195,2
0.82,5,1.12038,2
0.821,5,1.12126,2
0.822,5,1.12214,2
0.823,5,1.12301,2
0.824,5,1.12389,2
0.825,5,1.12477,2
0.826,5,1.12564,2
0.827,5,1.12652,2
0.828,5,1.12739,2
0.829,5,1.12826,2
0.83,5,1.12914,2
0.831,5,1.13001,2
0.832,5,1.13088,2
0.833,5,1.13175,2
0.834,5,1.13261,2
0.835,5,1.13348,2
0.836,5,1.13435,2
0.837,5,1.13521,2
0.838,5,1.13608,2
0.839,5,1.13694,2
0.84,5,1.1378,2
0.841,5,1.13867,2
0.842,5,1.13953,2
0.843,5,1.14039,2
0.844,5,1.14125,2
0.845,5,1.14211,2
0.846,5,1.14297,2
0.847,5,1.14382,2
0.848,5,1.14468,2
0.849,5,1.14553,2
0.85,5,1.14639,2
0.851,5,1.14724,2
0.852,5,1.14809,2
0.853,5,1.14895,2
0.854,5,1.1498,2
0.855,5,1.15065,2
0.856,5,1.1515,2
0.857,5,1.15235,2
0.858,5,1.15319,2
0.859,5,1.15404,2
0.86,5,1.15489,2
0.861,5,1.15573,2
0.862,5,1.15658,2
0.863,5,1.15742,2
0.864,5,1.15826,2
0.865,5,1.1591,2
0.866,5,1.15994,2
0.867,5,1.16078,2
0.868,5,1.16162,2
0.869,5,1.16246,2
0.87,5,1.1633,2
0.871,5,1.16414,2
0.872,5,1.16497,2
0.873,5,1.16581,2
0.874,5,1.16664,2
0.875,5,1.16747,2
0.876,5,1.16831,2
0.877,5,1.16914,2
0.878,5,1.16997,2
0.879,5,1.1708,2
0.88,5,1.17163,2
0.881,5,1.17246,2
0.882,5,1.17328,2
0.883,5,1.17411,2
0.884,5,1.17494,2
0.885,5,1.17576,2
0.886,5,1.17659,2
0.887,5,1.17741,2
0.888,5,1.17823,2
0.889,5,1.17905,2
0.89,5,1.17988,2
0.891,5,1.1807,2
0.892,5,1.18151,2
0.893,5,1.18233,2
0.894,5,1.18315,2
0.895,5,1.18397,2
0.896,5,1.18478,2
0.897,5,1.1856,2
0.898,5,1.18641,2
0.899,5,1.18723,2
0.9,5,1.18804,2
0.901,5,1.18885,2
0.902,5,1.18966,2
0.903,5,1.19047,2
0.904,5,1.19128,2
0.905,5,1.19209,2
0.906,5,1.1929,2
0.907,5,1.19371,2
0.908,5,1.19451,2
0.909,5,1.19532,2
0.91,5,1.19612,2
0.911,5,1.19693,2
0.912,5,1.19773,2
0.913,5,1.19853,2
0.914,5,1.19933,2
0.915,5,1.20013,2
0.916,5,1.20093,2
0.917,5,1.20173,2
0.918,5,1.20253,2
0.919,5,1.20333,2
0.92,5,1.20413,2
0.921,5,1.20492,2
0.922,5,1.20572,2
0.923,5,1.20651,2
0.924,5,1.2073,2
0.925,5,1.2081,2
0.926,5,1.20889,2
0.927,5,1.20968,2
0.928,5,1.21047,2
0.929,5,1.21126,2
0.93,5,1.21205,2
0.931,5,1.21284,2
0.932,5,1.21362,2
0.933,5,1.21441,2
0.934,5,1.2152,2
0.935,5,1.21598,2
0.936,5,1.21676,2
0.937,5,1.21755,2
0.938,5,1.21833,2
0.939,5,1.21911,2
0.94,5,1.21989,2
0.941,5,1.22067,2
0.942,5,1.22145,2
0.943,5,1.22223,2
0.944,5,1.22301,2
0.945,5,1.22379,2
0.946,5,1.22456,2
0.947,5,1.22534,2
0.948,5,1.22611,2
0.949,5,1.22689,2
0.95,5,1.22766,2
0.951,5,1.22843,2
0.952,5,1.2292,2
0.953,5,1.22997,2
0.954,5,1.23074,2
0.955,5,1.23151,2
0.956,5,1.23228,2
0.957,5,1.23305,2
0.958,5,1.23382,2
0.959,5,1.23458,2
0.96,5,1.23535,2
0.961,5,1.23611,2
0.962,5,1.23688,2
0.963,5,1.23764,2
0.964,5,1.2384,2
0.965,5,1.23916,2
0.966,5,1.23992,2
0.967,5,1.24068,2
0.968,5,1.24144,2
0.969,5,1.2422,2
0.97,5,1.24296,2
0.971,5,1.24372,2
0.972,5,1.24447,2
0.973,5,1.24523,2
0.974,5,1.24598,2
0.975,5,1.24674,2
0.976,5,1.24749,2
0.977,5,1.24824,2
0.978,5,1.24899,2
0.979,5,1.24975,2
0.98,5,1.2505,2
0.981,5,1.25125,2
0.982,5,1.25199,2
0.983,5,1.25274,2
0.984,5,1.25349,2
0.985,5,1.25424,2
0.986,5,1.25498,2
0.987,5,1.25573,2
0.988,5,1.25647,2
0.989,5,1.25721,2
0.99,5,1.25796,2
0.991,5,1.2587,2
0.992,5,1.25944,2
0.993,5,1.26018,2
0.994,5,1.26092,2
0.995,5,1.26166,2
0.996,5,1.2624,2
0.997,5,1.26314,2
0.998,5,1.26387,2
0.999,5,1.26461,2
1,5,1.26534,2
1.001,5,1.26608,2
1.002,5,1.26681,2
1.003,5,1.26755,2
1.004,5,1.26828,2
1.005,5,1.26901,2
1.006,5,1.26974,2
1.007,5,1.27047,2
1.008,5,1.2712,2
1.009,5,1.27193,2
1.01,5,1.27266,2
1.011,5,1.27339,2
1.012,5,1.27411,2
1.013,5,1.27484,2
1.014,5,1.27556,2
1.015,5,1.27629,2
1.016,5,1.27701,2
1.017,5,1.27773,2
1.018,5,1.27846,2
1.019,5,1.27918,2
1.02,5,1.2799,2
1.021,5,1.28062,2
1.022,5,1.28134,2
1.023,5,1.28206,2
1.024,5,1.28277,2
1.025,5,1.28349,2
1.026,5,1.28421,2
1.027,5,1.28492,2
1.028,5,1.28564,2
1.029,5,1.28635,2
1.03,5,1.28707,2
1.031,5,1.28778,2
1.032,5,1.28849,2
1.033,5,1.2892,2
1.034,5,1.28992,2
1.035,5,1.29063,2
1.036,5,1.29133,2
1.037,5,1.29204,2
1.038,5,1.29275,2
1.039,5,1.29346,2
1.04,5,1.29416,2
1.041,5,1.29487,2
1.042,5,1.29558,2
1.043,5,1.29628,2
1.044,5,1.29698,2
1.045,5,1.29769,2
1.046,5,1.29839,2
1.047,5,1.29909,2
1.048,5,1.29979,2
1.049,5,1.30049,2
1.05,5,1.30119,2
1.051,5,1.30189,2
1.052,5,1.30259,2
1.053,5,1.30329,2
1.054,5,1.30398,2
1.055,5,1.30468,2
1.056,5,1.30537,2
1.057,5,1.30607,2
1.058,5,1.30676,2
1.059,5,1.30746,2
1.06,5,1.30815,2
1.061,5,1.30884,2
1.062,5,1.30953,2
1.063,5,1.31022,2
1.064,5,1.31091,2
1.065,5,1.3116,2
1.066,5,1.31229,2
1.067,5,1.31298,2
1.068,5,1.31366,2
1.069,5,1.31435,2
1.07,5,1.31504,2
1.071,5,1.31572,2
