time,reference,output,u_sat,u_unsat,integrator,disturbance
0.094,3,0.272011,3,9.37431,-0.50161,0
0.095,3,0.274739,3,9.35251,-0.505234,0
0.096,3,0.277464,3,9.33078,-0.50884,0
0.097,3,0.280187,3,9.30912,-0.512426,0
0.098,3,0.282906,3,9.28752,-0.515994,0
0.099,3,0.285624,3,9.266,-0.519543,0
0.1,3,0.288338,3,9.24454,-0.523073,0
0.101,3,0.29105,3,9.22314,-0.526585,0
0.102,3,0.293759,3,9.20181,-0.530077,0
0.103,3,0.296465,3,9.18055,-0.533552,0
0.104,3,0.299168,3,9.15936,-0.537008,0
0.105,3,0.301869,3,9.13823,-0.540445,0
0.106,3,0.304567,3,9.11717,-0.543864,0
0.107,3,0.307263,3,9.09618,-0.547265,0
0.108,3,0.309955,3,9.07525,-0.550647,0
0.109,3,0.312646,3,9.05438,-0.554012,0
0.11,3,0.315333,3,9.03358,-0.557358,0
0.111,3,0.318018,3,9.01285,-0.560686,0
0.112,3,0.3207,3,8.99218,-0.563996,0
0.113,3,0.323379,3,8.97157,-0.567288,0
0.114,3,0.326055,3,8.95103,-0.570563,0
0.115,3,0.328729,3,8.93056,-0.57382,0
0.116,3,0.331401,3,8.91015,-0.577058,0
0.117,3,0.334069,3,8.8898,-0.58028,0
0.118,3,0.336735,3,8.86951,-0.583483,0
0.119,3,0.339398,3,8.84929,-0.586669,0
0.12,3,0.342059,3,8.82913,-0.589838,0
0.121,3,0.344717,3,8.80904,-0.592989,0
0.122,3,0.347372,3,8.78901,-0.596123,0
0.123,3,0.350025,3,8.76904,-0.599239,0
0.124,3,0.352675,3,8.74913,-0.602338,0
0.125,3,0.355322,3,8.72929,-0.60542,0
0.126,3,0.357967,3,8.7095,-0.608485,0
0.127,3,0.360609,3,8.68978,-0.611533,0
0.128,3,0.363248,3,8.67013,-0.614563,0
0.129,3,0.365885,3,8.65053,-0.617577,0
0.13,3,0.368519,3,8.63099,-0.620574,0
0.131,3,0.371151,3,8.61152,-0.623554,0
0.132,3,0.373779,3,8.59211,-0.626517,0
0.133,3,0.376406,3,8.57275,-0.629464,0
0.134,3,0.379029,3,8.55346,-0.632394,0
0.135,3,0.38165,3,8.53423,-0.635307,0
0.136,3,0.384269,3,8.51506,-0.638204,0
0.137,3,0.386884,3,8.49595,-0.641084,0
0.138,3,0.389497,3,8.4769,-0.643948,0
0.139,3,0.392108,3,8.4579,-0.646795,0
0.14,3,0.394716,3,8.43897,-0.649626,0
0.141,3,0.397321,3,8.4201,-0.652441,0
0.142,3,0.399924,3,8.40129,-0.65524,0
0.143,3,0.402524,3,8.38253,-0.658022,0
0.144,3,0.405121,3,8.36384,-0.660788,0
0.145,3,0.407716,3,8.3452,-0.663539,0
0.146,3,0.410309,3,8.32662,-0.666273,0
0.147,3,0.412898,3,8.3081,-0.668991,0
0.148,3,0.415485,3,8.28964,-0.671694,0
0.149,3,0.41807,3,8.27123,-0.674381,0
0.15,3,0.420652,3,8.25289,-0.677052,0
0.151,3,0.423231,3,8.2346,-0.679707,0
0.152,3,0.425808,3,8.21637,-0.682347,0
0.153,3,0.428382,3,8.19819,-0.684971,0
0.154,3,0.430954,3,8.18008,-0.687579,0
0.155,3,0.433523,3,8.16202,-0.690172,0
0.156,3,0.436089,3,8.14401,-0.69275,0
0.157,3,0.438653,3,8.12606,-0.695312,0
0.158,3,0.441214,3,8.10817,-0.697858,0
0.159,3,0.443773,3,8.09034,-0.70039,0
0.16,3,0.44633,3,8.07256,-0.702906,0
0.161,3,0.448883,3,8.05484,-0.705408,0
0.162,3,0.451434,3,8.03717,-0.707894,0
0.163,3,0.453983,3,8.01956,-0.710365,0
0.164,3,0.456529,3,8.002,-0.712821,0
0.165,3,0.459072,3,7.9845,-0.715262,0
0.166,3,0.461613,3,7.96706,-0.717688,0
0.167,3,0.464152,3,7.94967,-0.720099,0
0.168,3,0.466688,3,7.93233,-0.722496,0
0.169,3,0.469221,3,7.91505,-0.724877,0
0.17,3,0.471752,3,7.89782,-0.727244,0
0.171,3,0.47428,3,7.88065,-0.729597,0
0.172,3,0.476806,3,7.86353,-0.731934,0
0.173,3,0.479329,3,7.84646,-0.734258,0
0.174,3,0.481849,3,7.82945,-0.736567,0
0.175,3,0.484368,3,7.81249,-0.738861,0
0.176,3,0.486883,3,7.79558,-0.741141,0
0.177,3,0.489396,3,7.77873,-0.743406,0
0.178,3,0.491907,3,7.76193,-0.745658,0
0.179,3,0.494415,3,7.74519,-0.747895,0
0.18,3,0.496921,3,7.72849,-0.750118,0
0.181,3,0.499424,3,7.71185,-0.752327,0
0.182,3,0.501924,3,7.69526,-0.754521,0
0.183,3,0.504422,3,7.67873,-0.756702,0
0.184,3,0.506918,3,7.66224,-0.758869,0
0.185,3,0.509411,3,7.64581,-0.761021,0
0.186,3,0.511902,3,7.62943,-0.76316,0
0.187,3,0.51439,3,7.6131,-0.765285,0
0.188,3,0.516875,3,7.59682,-0.767396,0
0.189,3,0.519358,3,7.5806,-0.769494,0
0.19,3,0.521839,3,7.56442,-0.771578,0
0.191,3,0.524317,3,7.5483,-0.773648,0
0.192,3,0.526793,3,7.53222,-0.775704,0
0.193,3,0.529266,3,7.5162,-0.777747,0
0.194,3,0.531737,3,7.50023,-0.779777,0
0.195,3,0.534205,3,7.48431,-0.781793,0
0.196,3,0.536671,3,7.46844,-0.783795,0
0.197,3,0.539134,3,7.45261,-0.785785,0
0.198,3,0.541595,3,7.43684,-0.787761,0
0.199,3,0.544054,3,7.42112,-0.789723,0
0.2,3,0.546509,3,7.40545,-0.791673,0
0.201,3,0.548963,3,7.38982,-0.793609,0
0.202,3,0.551414,3,7.37425,-0.795532,0
0.203,3,0.553863,3,7.35873,-0.797443,0
0.204,3,0.556309,3,7.34325,-0.79934,0
0.205,3,0.558752,3,7.32782,-0.801224,0
0.206,3,0.561194,3,7.31245,-0.803095,0
0.207,3,0.563632,3,7.29712,-0.804953,0
0.208,3,0.566069,3,7.28183,-0.806799,0
0.209,3,0.568503,3,7.2666,-0.808631,0
0.21,3,0.570934,3,7.25142,-0.810451,0
0.211,3,0.573363,3,7.23628,-0.812259,0
0.212,3,0.57579,3,7.22119,-0.814053,0
0.213,3,0.578214,3,7.20615,-0.815835,0
0.214,3,0.580636,3,7.19115,-0.817604,0
0.215,3,0.583055,3,7.17621,-0.819361,0
0.216,3,0.585472,3,7.16131,-0.821106,0
0.217,3,0.587887,3,7.14646,-0.822838,0
0.218,3,0.590299,3,7.13165,-0.824557,0
0.219,3,0.592709,3,7.11689,-0.826264,0
0.22,3,0.595116,3,7.10218,-0.827959,0
0.221,3,0.597521,3,7.08751,-0.829642,0
0.222,3,0.599923,3,7.07289,-0.831312,0
0.223,3,0.602323,3,7.05832,-0.832971,0
0.224,3,0.604721,3,7.04379,-0.834617,0
0.225,3,0.607116,3,7.02931,-0.836251,0
0.226,3,0.609509,3,7.01488,-0.837873,0
0.227,3,0.6119,3,7.00049,-0.839483,0
0.228,3,0.614288,3,6.98614,-0.841081,0
0.229,3,0.616673,3,6.97184,-0.842667,0
0.23,3,0.619057,3,6.95759,-0.844241,0
0.231,3,0.621438,3,6.94338,-0.845804,0
0.232,3,0.623816,3,6.92922,-0.847354,0
0.233,3,0.626192,3,6.9151,-0.848893,0
0.234,3,0.628566,3,6.90103,-0.85042,0
0.235,3,0.630938,3,6.887,-0.851936,0
0.236,3,0.633307,3,6.87301,-0.85344,0
0.237,3,0.635673,3,6.85907,-0.854932,0
0.238,3,0.638038,3,6.84518,-0.856413,0
0.239,3,0.6404,3,6.83132,-0.857882,0
0.24,3,0.642759,3,6.81751,-0.85934,0
0.241,3,0.645117,3,6.80375,-0.860787,0
0.242,3,0.647471,3,6.79003,-0.862222,0
0.243,3,0.649824,3,6.77635,-0.863646,0
0.244,3,0.652174,3,6.76272,-0.865058,0
0.245,3,0.654522,3,6.74912,-0.86646,0
0.246,3,0.656868,3,6.73558,-0.86785,0
0.247,3,0.659211,3,6.72207,-0.869229,0
0.248,3,0.661551,3,6.70861,-0.870597,0
0.249,3,0.66389,3,6.69519,-0.871953,0
0.25,3,0.666226,3,6.68181,-0.873299,0
0.251,3,0.66856,3,6.66848,-0.874634,0
0.252,3,0.670891,3,6.65518,-0.875957,0
0.253,3,0.67322,3,6.64193,-0.87727,0
0.254,3,0.675547,3,6.62873,-0.878572,0
0.255,3,0.677872,3,6.61556,-0.879863,0
0.256,3,0.680194,3,6.60243,-0.881144,0
0.257,3,0.682513,3,6.58935,-0.882413,0
0.258,3,0.684831,3,6.57631,-0.883672,0
0.259,3,0.687146,3,6.56331,-0.88492,0
0.26,3,0.689459,3,6.55035,-0.886158,0
0.261,3,0.69177,3,6.53743,-0.887384,0
0.262,3,0.694078,3,6.52456,-0.888601,0
0.263,3,0.696384,3,6.51172,-0.889807,0
0.264,3,0.698687,3,6.49893,-0.891002,0
0.265,3,0.700989,3,6.48617,-0.892187,0
0.266,3,0.703288,3,6.47346,-0.893361,0
0.267,3,0.705584,3,6.46079,-0.894525,0
0.268,3,0.707879,3,6.44815,-0.895679,0
0.269,3,0.710171,3,6.43556,-0.896822,0
0.27,3,0.712461,3,6.42301,-0.897956,0
0.271,3,0.714748,3,6.41049,-0.899079,0
0.272,3,0.717033,3,6.39802,-0.900191,0
0.273,3,0.719316,3,6.38559,-0.901294,0
0.274,3,0.721597,3,6.37319,-0.902387,0
0.275,3,0.723876,3,6.36084,-0.903469,0
0.276,3,0.726152,3,6.34852,-0.904541,0
0.277,3,0.728426,3,6.33625,-0.905604,0
0.278,3,0.730697,3,6.32401,-0.906656,0
0.279,3,0.732966,3,6.31181,-0.907699,0
0.28,3,0.735233,3,6.29965,-0.908731,0
0.281,3,0.737498,3,6.28753,-0.909754,0
0.282,3,0.739761,3,6.27545,-0.910767,0
0.283,3,0.742021,3,6.26341,-0.91177,0
0.284,3,0.744279,3,6.2514,-0.912764,0
0.285,3,0.746535,3,6.23943,-0.913747,0
0.286,3,0.748788,3,6.22751,-0.914721,0
0.287,3,0.751039,3,6.21561,-0.915686,0
0.288,3,0.753288,3,6.20376,-0.916641,0
0.289,3,0.755535,3,6.19195,-0.917586,0
0.29,3,0.757779,3,6.18017,-0.918522,0
0.291,3,0.760022,3,6.16843,-0.919448,0
0.292,3,0.762262,3,6.15673,-0.920364,0
0.293,3,0.764499,3,6.14506,-0.921272,0
0.294,3,0.766735,3,6.13343,-0.92217,0
0.295,3,0.768968,3,6.12184,-0.923058,0
0.296,3,0.771199,3,6.11029,-0.923938,0
0.297,3,0.773428,3,6.09877,-0.924808,0
0.298,3,0.775655,3,6.08729,-0.925668,0
0.299,3,0.777879,3,6.07585,-0.92652,0
0.3,3,0.780101,3,6.06444,-0.927362,0
0.301,3,0.782321,3,6.05307,-0.928195,0
0.302,3,0.784539,3,6.04173,-0.929019,0
0.303,3,0.786754,3,6.03043,-0.929834,0
0.304,3,0.788967,3,6.01917,-0.93064,0
0.305,3,0.791178,3,6.00795,-0.931437,0
0.306,3,0.793387,3,5.99675,-0.932225,0
0.307,3,0.795594,3,5.9856,-0.933004,0
0.308,3,0.797798,3,5.97448,-0.933774,0
0.309,3,0.8,3,5.9634,-0.934535,0
0.31,3,0.8022,3,5.95235,-0.935288,0
0.311,3,0.804398,3,5.94134,-0.936031,0
0.312,3,0.806594,3,5.93036,-0.936766,0
0.313,3,0.808787,3,5.91942,-0.937492,0
0.314,3,0.810978,3,5.90851,-0.938209,0
0.315,3,0.813167,3,5.89763,-0.938918,0
0.316,3,0.815354,3,5.8868,-0.939618,0
0.317,3,0.817539,3,5.87599,-0.940309,0
0.318,3,0.819721,3,5.86522,-0.940992,0
0.319,3,0.821902,3,5.85449,-0.941666,0
0.32,3,0.82408,3,5.84379,-0.942332,0
0.321,3,0.826256,3,5.83312,-0.942989,0
0.322,3,0.828429,3,5.82249,-0.943638,0
0.323,3,0.830601,3,5.81189,-0.944278,0
0.324,3,0.83277,3,5.80133,-0.94491,0
0.325,3,0.834938,3,5.7908,-0.945534,0
0.326,3,0.837103,3,5.7803,-0.946149,0
0.327,3,0.839266,3,5.76984,-0.946756,0
0.328,3,0.841426,3,5.75941,-0.947354,0
0.329,3,0.843585,3,5.74902,-0.947945,0
0.33,3,0.845741,3,5.73865,-0.948527,0
0.331,3,0.847896,3,5.72833,-0.949101,0
0.332,3,0.850048,3,5.71803,-0.949667,0
0.333,3,0.852198,3,5.70777,-0.950225,0
0.334,3,0.854345,3,5.69754,-0.950775,0
0.335,3,0.856491,3,5.68734,-0.951316,0
0.336,3,0.858635,3,5.67717,-0.95185,0
0.337,3,0.860776,3,5.66704,-0.952376,0
0.338,3,0.862915,3,5.65694,-0.952893,0
0.339,3,0.865052,3,5.64687,-0.953403,0
0.34,3,0.867187,3,5.63684,-0.953905,0
0.341,3,0.86932,3,5.62684,-0.954399,0
0.342,3,0.871451,3,5.61687,-0.954885,0
0.343,3,0.873579,3,5.60693,-0.955364,0
0.344,3,0.875706,3,5.59702,-0.955834,0
0.345,3,0.87783,3,5.58715,-0.956297,0
0.346,3,0.879952,3,5.5773,-0.956752,0
0.347,3,0.882072,3,5.56749,-0.9572,0
0.348,3,0.88419,3,5.55771,-0.957639,0
0.349,3,0.886306,3,5.54796,-0.958072,0
0.35,3,0.88842,3,5.53825,-0.958496,0
0.351,3,0.890531,3,5.52856,-0.958913,0
0.352,3,0.892641,3,5.5189,-0.959323,0
0.353,3,0.894748,3,5.50928,-0.959725,0
0.354,3,0.896853,3,5.49969,-0.960119,0
0.355,3,0.898956,3,5.49013,-0.960506,0
0.356,3,0.901057,3,5.48059,-0.960885,0
0.357,3,0.903156,3,5.47109,-0.961258,0
0.358,3,0.905253,3,5.46162,-0.961622,0
0.359,3,0.907348,3,5.45218,-0.96198,0
0.36,3,0.909441,3,5.44277,-0.96233,0
0.361,3,0.911531,3,5.43339,-0.962673,0
0.362,3,0.91362,3,5.42405,-0.963008,0
0.363,3,0.915706,3,5.41473,-0.963337,0
0.364,3,0.91779,3,5.40544,-0.963658,0
0.365,3,0.919873,3,5.39618,-0.963972,0
0.366,3,0.921953,3,5.38695,-0.964279,0
0.367,3,0.924031,3,5.37775,-0.964578,0
0.368,3,0.926107,3,5.36858,-0.964871,0
0.369,3,0.928181,3,5.35944,-0.965157,0
0.37,3,0.930252,3,5.35033,-0.965435,0
0.371,3,0.932322,3,5.34125,-0.965707,0
0.372,3,0.93439,3,5.3322,-0.965971,0
0.373,3,0.936455,3,5.32317,-0.966229,0
0.374,3,0.938519,3,5.31418,-0.966479,0
0.375,3,0.94058,3,5.30522,-0.966723,0
0.376,3,0.94264,3,5.29628,-0.96696,0
0.377,3,0.944697,3,5.28737,-0.96719,0
0.378,3,0.946753,3,5.27849,-0.967413,0
0.379,3,0.948806,3,5.26964,-0.967629,0
0.38,3,0.950857,3,5.26082,-0.967839,0
0.381,3,0.952906,3,5.25203,-0.968042,0
0.382,3,0.954953,3,5.24327,-0.968238,0
0.383,3,0.956998,3,5.23453,-0.968428,0
0.384,3,0.959041,3,5.22582,-0.96861,0
0.385,3,0.961082,3,5.21714,-0.968787,0
0.386,3,0.963121,3,5.20849,-0.968956,0
0.387,3,0.965158,3,5.19987,-0.969119,0
0.388,3,0.967193,3,5.19127,-0.969276,0
0.389,3,0.969226,3,5.1827,-0.969426,0
0.39,3,0.971256,3,5.17416,-0.969569,0
0.391,3,0.973285,3,5.16565,-0.969706,0
0.392,3,0.975312,3,5.15717,-0.969836,0
0.393,3,0.977337,3,5.14871,-0.96996,0
0.394,3,0.979359,3,5.14028,-0.970078,0
0.395,3,0.98138,3,5.13188,-0.970189,0
0.396,3,0.983399,3,5.1235,-0.970294,0
0.397,3,0.985415,3,5.11515,-0.970393,0
0.398,3,0.98743,3,5.10683,-0.970485,0
0.399,3,0.989442,3,5.09853,-0.970571,0
0.4,3,0.991453,3,5.09027,-0.970651,0
0.401,3,0.993461,3,5.08203,-0.970724,0
0.402,3,0.995468,3,5.07381,-0.970791,0
0.403,3,0.997472,3,5.06562,-0.970852,0
0.404,3,0.999475,3,5.05746,-0.970907,0
0.405,3,1.00148,3,5.04933,-0.970956,0
0.406,3,1.00347,3,5.04122,-0.970999,0
0.407,3,1.00547,3,5.03314,-0.971035,0
0.408,3,1.00747,3,5.02508,-0.971066,0
0.409,3,1.00946,3,5.01705,-0.97109,0
0.41,3,1.01145,3,5.00905,-0.971109,0
0.411,3,1.01344,3,5.00107,-0.971121,0
0.412,3,1.01542,3,4.99312,-0.971128,0
0.413,3,1.01741,3,4.98519,-0.971129,0
0.414,3,1.01939,3,4.97729,-0.971123,0
0.415,3,1.02137,3,4.96942,-0.971112,0
0.416,3,1.02335,3,4.96157,-0.971095,0
0.417,3,1.02533,3,4.95374,-0.971072,0
0.418,3,1.0273,3,4.94595,-0.971043,0
0.419,3,1.02927,3,4.93817,-0.971009,0
0.42,3,1.03124,3,4.93042,-0.970969,0
0.421,3,1.03321,3,4.9227,-0.970923,0
0.422,3,1.03518,3,4.915,-0.970871,0
0.423,3,1.03714,3,4.90733,-0.970813,0
0.424,3,1.03911,3,4.89968,-0.97075,0
0.425,3,1.04107,3,4.89206,-0.970681,0
0.426,3,1.04303,3,4.88446,-0.970607,0
0.427,3,1.04498,3,4.87689,-0.970527,0
0.428,3,1.04694,3,4.86934,-0.970441,0
0.429,3,1.04889,3,4.86182,-0.97035,0
0.43,3,1.05084,3,4.85432,-0.970253,0
0.431,3,1.05279,3,4.84684,-0.970151,0
0.432,3,1.05474,3,4.83939,-0.970043,0
0.433,3,1.05669,3,4.83197,-0.96993,0
0.434,3,1.05863,3,4.82456,-0.969811,0
0.435,3,1.06057,3,4.81719,-0.969687,0
0.436,3,1.06251,3,4.80983,-0.969557,0
0.437,3,1.06445,3,4.8025,-0.969422,0
0.438,3,1.06638,3,4.7952,-0.969282,0
0.439,3,1.06832,3,4.78791,-0.969136,0
0.44,3,1.07025,3,4.78066,-0.968985,0
0.441,3,1.07218,3,4.77342,-0.968829,0
0.442,3,1.07411,3,4.76621,-0.968667,0
0.443,3,1.07603,3,4.75902,-0.9685,0
0.444,3,1.07796,3,4.75186,-0.968328,0
0.445,3,1.07988,3,4.74472,-0.968151,0
0.446,3,1.0818,3,4.7376,-0.967968,0
0.447,3,1.08372,3,4.7305,-0.967781,0
0.448,3,1.08563,3,4.72343,-0.967588,0
0.449,3,1.08755,3,4.71638,-0.96739,0
0.45,3,1.08946,3,4.70936,-0.967187,0
0.451,3,1.09137,3,4.70236,-0.966978,0
0.452,3,1.09328,3,4.69538,-0.966765,0
0.453,3,1.09518,3,4.68842,-0.966547,0
0.454,3,1.09709,3,4.68149,-0.966324,0
0.455,3,1.09899,3,4.67458,-0.966095,0
0.456,3,1.10089,3,4.66769,-0.965862,0
0.457,3,1.10279,3,4.66082,-0.965624,0
0.458,3,1.10469,3,4.65398,-0.96538,0
0.459,3,1.10658,3,4.64716,-0.965132,0
0.46,3,1.10848,3,4.64036,-0.964879,0
0.461,3,1.11037,3,4.63358,-0.964621,0
0.462,3,1.11226,3,4.62683,-0.964358,0
0.463,3,1.11415,3,4.62009,-0.964091,0
0.464,3,1.11603,3,4.61338,-0.963818,0
0.465,3,1.11792,3,4.6067,-0.963541,0
0.466,3,1.1198,3,4.60003,-0.963259,0
0.467,3,1.12168,3,4.59339,-0.962972,0
0.468,3,1.12356,3,4.58676,-0.962681,0
0.469,3,1.12543,3,4.58016,-0.962384,0
0.47,3,1.12731,3,4.57358,-0.962083,0
0.471,3,1.12918,3,4.56702,-0.961778,0
0.472,3,1.13105,3,4.56049,-0.961467,0
0.473,3,1.13292,3,4.55397,-0.961152,0
0.474,3,1.13479,3,4.54748,-0.960833,0
0.475,3,1.13665,3,4.54101,-0.960509,0
0.476,3,1.13852,3,4.53456,-0.96018,0
0.477,3,1.14038,3,4.52813,-0.959846,0
0.478,3,1.14224,3,4.52172,-0.959509,0
0.479,3,1.1441,3,4.51533,-0.959166,0
0.48,3,1.14595,3,4.50896,-0.958819,0
0.481,3,1.14781,3,4.50262,-0.958468,0
0.482,3,1.14966,3,4.49629,-0.958112,0
0.483,3,1.15151,3,4.48999,-0.957751,0
0.484,3,1.15336,3,4.48371,-0.957387,0
0.485,3,1.1552,3,4.47744,-0.957017,0
0.486,3,1.15705,3,4.4712,-0.956644,0
0.487,3,1.15889,3,4.46498,-0.956266,0
0.488,3,1.16073,3,4.45878,-0.955884,0
0.489,3,1.16257,3,4.4526,-0.955497,0
0.49,3,1.16441,3,4.44644,-0.955106,0
0.491,3,1.16624,3,4.4403,-0.954711,0
0.492,3,1.16808,3,4.43418,-0.954311,0
0.493,3,1.16991,3,4.42808,-0.953907,0
0.494,3,1.17174,3,4.422,-0.953499,0
0.495,3,1.17357,3,4.41594,-0.953087,0
0.496,3,1.17539,3,4.4099,-0.95267,0
0.497,3,1.17722,3,4.40388,-0.95225,0
0.498,3,1.17904,3,4.39788,-0.951825,0
0.499,3,1.18086,3,4.3919,-0.951396,0
0.5,3,1.18268,3,4.38594,-0.950962,0
0.501,3,1.1845,3,4.38,-0.950525,0
0.502,3,1.18632,3,4.37408,-0.950084,0
0.503,3,1.18813,3,4.36818,-0.949638,0
0.504,3,1.18994,3,4.3623,-0.949189,0
0.505,3,1.19175,3,4.35643,-0.948735,0
0.506,3,1.19356,3,4.35059,-0.948277,0
0.507,3,1.19537,3,4.34477,-0.947816,0
0.508,3,1.19717,3,4.33896,-0.94735,0
0.509,3,1.19897,3,4.33318,-0.94688,0
0.51,3,1.20077,3,4.32741,-0.946407,0
0.511,3,1.20257,3,4.32166,-0.945929,0
0.512,3,1.20437,3,4.31594,-0.945448,0
0.513,3,1.20617,3,4.31023,-0.944962,0
0.514,3,1.20796,3,4.30454,-0.944473,0
0.515,3,1.20975,3,4.29886,-0.94398,0
0.516,3,1.21154,3,4.29321,-0.943483,0
0.517,3,1.21333,3,4.28758,-0.942982,0
0.518,3,1.21512,3,4.28196,-0.942477,0
0.519,3,1.2169,3,4.27637,-0.941969,0
0.52,3,1.21869,3,4.27079,-0.941456,0
0.521,3,1.22047,3,4.26523,-0.94094,0
0.522,3,1.22225,3,4.25969,-0.94042,0
0.523,3,1.22402,3,4.25416,-0.939897,0
0.524,3,1.2258,3,4.24866,-0.939369,0
0.525,3,1.22757,3,4.24317,-0.938838,0
0.526,3,1.22935,3,4.2377,-0.938304,0
0.527,3,1.23112,3,4.23225,-0.937765,0
0.528,3,1.23289,3,4.22682,-0.937223,0
0.529,3,1.23465,3,4.22141,-0.936678,0
0.53,3,1.23642,3,4.21601,-0.936128,0
0.531,3,1.23818,3,4.21063,-0.935575,0
0.532,3,1.23994,3,4.20527,-0.935019,0
0.533,3,1.2417,3,4.19993,-0.934459,0
0.534,3,1.24346,3,4.19461,-0.933895,0
0.535,3,1.24522,3,4.1893,-0.933328,0
