time,reference,output,u_sat,u_unsat,integrator,disturbance
0.108,3,0.206637,2,3.8309,-2.44429,0
0.109,3,0.20843,2,3.80467,-2.45052,0
0.11,3,0.210222,2,3.77885,-2.45662,0
0.111,3,0.212012,2,3.75341,-2.4626,0
0.112,3,0.2138,2,3.72835,-2.46846,0
0.113,3,0.215586,2,3.70368,-2.47419,0
0.114,3,0.21737,2,3.67937,-2.4798,0
0.115,3,0.219153,2,3.65543,-2.48529,0
0.116,3,0.220934,2,3.63185,-2.49067,0
0.117,3,0.222713,2,3.60863,-2.49594,0
0.118,3,0.22449,2,3.58576,-2.50109,0
0.119,3,0.226266,2,3.56323,-2.50613,0
0.12,3,0.228039,2,3.54104,-2.51106,0
0.121,3,0.229811,2,3.51919,-2.51588,0
0.122,3,0.231582,2,3.49766,-2.5206,0
0.123,3,0.23335,2,3.47646,-2.52522,0
0.124,3,0.235117,2,3.45558,-2.52973,0
0.125,3,0.236881,2,3.43502,-2.53414,0
0.126,3,0.238645,2,3.41476,-2.53845,0
0.127,3,0.240406,2,3.39481,-2.54266,0
0.128,3,0.242166,2,3.37517,-2.54678,0
0.129,3,0.243923,2,3.35581,-2.5508,0
0.13,3,0.245679,2,3.33675,-2.55473,0
0.131,3,0.247434,2,3.31798,-2.55856,0
0.132,3,0.249186,2,3.29949,-2.56231,0
0.133,3,0.250937,2,3.28128,-2.56596,0
0.134,3,0.252686,2,3.26335,-2.56953,0
0.135,3,0.254434,2,3.24568,-2.57301,0
0.136,3,0.256179,2,3.22829,-2.57641,0
0.137,3,0.257923,2,3.21115,-2.57972,0
0.138,3,0.259665,2,3.19427,-2.58295,0
0.139,3,0.261405,2,3.17765,-2.5861,0
0.14,3,0.263144,2,3.16128,-2.58916,0
0.141,3,0.264881,2,3.14516,-2.59215,0
0.142,3,0.266616,2,3.12928,-2.59506,0
0.143,3,0.268349,2,3.11364,-2.5979,0
0.144,3,0.270081,2,3.09824,-2.60066,0
0.145,3,0.271811,2,3.08307,-2.60334,0
0.146,3,0.273539,2,3.06813,-2.60596,0
0.147,3,0.275265,2,3.05341,-2.6085,0
0.148,3,0.27699,2,3.03892,-2.61097,0
0.149,3,0.278713,2,3.02464,-2.61337,0
0.15,3,0.280435,2,3.01059,-2.6157,0
0.151,3,0.282154,2,2.99674,-2.61796,0
0.152,3,0.283872,2,2.9831,-2.62016,0
0.153,3,0.285588,2,2.96967,-2.62229,0
0.154,3,0.287302,2,2.95645,-2.62436,0
0.155,3,0.289015,2,2.94342,-2.62637,0
0.156,3,0.290726,2,2.93059,-2.62831,0
0.157,3,0.292435,2,2.91795,-2.63019,0
0.158,3,0.294143,2,2.90551,-2.63201,0
0.159,3,0.295849,2,2.89325,-2.63377,0
0.16,3,0.297553,2,2.88118,-2.63547,0
0.161,3,0.299255,2,2.8693,-2.63711,0
0.162,3,0.300956,2,2.85759,-2.6387,0
0.163,3,0.302655,2,2.84606,-2.64023,0
0.164,3,0.304353,2,2.8347,-2.64171,0
0.165,3,0.306048,2,2.82352,-2.64313,0
0.166,3,0.307742,2,2.8125,-2.6445,0
0.167,3,0.309434,2,2.80166,-2.64581,0
0.168,3,0.311125,2,2.79097,-2.64708,0
0.169,3,0.312814,2,2.78045,-2.64829,0
0.17,3,0.314501,2,2.77009,-2.64946,0
0.171,3,0.316187,2,2.75988,-2.65057,0
0.172,3,0.31787,2,2.74983,-2.65164,0
0.173,3,0.319553,2,2.73994,-2.65265,0
0.174,3,0.321233,2,2.73019,-2.65362,0
0.175,3,0.322912,2,2.72059,-2.65455,0
0.176,3,0.324589,2,2.71114,-2.65543,0
0.177,3,0.326264,2,2.70183,-2.65626,0
0.178,3,0.327938,2,2.69266,-2.65705,0
0.179,3,0.32961,2,2.68363,-2.6578,0
0.18,3,0.33128,2,2.67473,-2.6585,0
0.181,3,0.332949,2,2.66597,-2.65916,0
0.182,3,0.334616,2,2.65735,-2.65978,0
0.183,3,0.336282,2,2.64886,-2.66036,0
0.184,3,0.337945,2,2.64049,-2.6609,0
0.185,3,0.339607,2,2.63225,-2.6614,0
0.186,3,0.341268,2,2.62414,-2.66186,0
0.187,3,0.342926,2,2.61615,-2.66228,0
0.188,3,0.344584,2,2.60828,-2.66266,0
0.189,3,0.346239,2,2.60054,-2.66301,0
0.19,3,0.347893,2,2.59291,-2.66332,0
0.191,3,0.349545,2,2.58539,-2.6636,0
0.192,3,0.351195,2,2.57799,-2.66384,0
0.193,3,0.352844,2,2.5707,-2.66404,0
0.194,3,0.354491,2,2.56353,-2.66421,0
0.195,3,0.356137,2,2.55646,-2.66435,0
0.196,3,0.357781,2,2.5495,-2.66445,0
0.197,3,0.359423,2,2.54265,-2.66452,0
0.198,3,0.361063,2,2.5359,-2.66456,0
0.199,3,0.362702,2,2.52925,-2.66457,0
0.2,3,0.36434,2,2.52271,-2.66454,0
0.201,3,0.365975,2,2.51626,-2.66449,0
0.202,3,0.367609,2,2.50992,-2.66441,0
0.203,3,0.369242,2,2.50367,-2.66429,0
0.204,3,0.370872,2,2.49751,-2.66415,0
0.205,3,0.372502,2,2.49145,-2.66398,0
0.206,3,0.374129,2,2.48548,-2.66378,0
0.207,3,0.375755,2,2.4796,-2.66355,0
0.208,3,0.377379,2,2.47382,-2.66329,0
0.209,3,0.379002,2,2.46812,-2.66301,0
0.21,3,0.380623,2,2.46251,-2.6627,0
0.211,3,0.382242,2,2.45698,-2.66237,0
0.212,3,0.38386,2,2.45154,-2.66201,0
0.213,3,0.385476,2,2.44618,-2.66162,0
0.214,3,0.387091,2,2.4409,-2.66121,0
0.215,3,0.388704,2,2.43571,-2.66078,0
0.216,3,0.390315,2,2.43059,-2.66032,0
0.217,3,0.391925,2,2.42555,-2.65984,0
0.218,3,0.393533,2,2.42059,-2.65933,0
0.219,3,0.395139,2,2.41571,-2.65881,0
0.22,3,0.396744,2,2.4109,-2.65826,0
0.221,3,0.398347,2,2.40616,-2.65768,0
0.222,3,0.399949,2,2.4015,-2.65709,0
0.223,3,0.401549,2,2.39691,-2.65647,0
0.224,3,0.403147,2,2.39238,-2.65584,0
0.225,3,0.404744,2,2.38793,-2.65518,0
0.226,3,0.406339,2,2.38355,-2.6545,0
0.227,3,0.407933,2,2.37923,-2.6538,0
0.228,3,0.409525,2,2.37498,-2.65309,0
0.229,3,0.411116,2,2.3708,-2.65235,0
0.23,3,0.412705,2,2.36668,-2.6516,0
0.231,3,0.414292,2,2.36262,-2.65082,0
0.232,3,0.415878,2,2.35862,-2.65003,0
0.233,3,0.417462,2,2.35469,-2.64922,0
0.234,3,0.419044,2,2.35082,-2.64839,0
0.235,3,0.420625,2,2.34701,-2.64754,0
0.236,3,0.422205,2,2.34325,-2.64668,0
0.237,3,0.423782,2,2.33955,-2.6458,0
0.238,3,0.425359,2,2.33591,-2.6449,0
0.239,3,0.426933,2,2.33233,-2.64399,0
0.24,3,0.428506,2,2.3288,-2.64306,0
0.241,3,0.430078,2,2.32533,-2.64212,0
0.242,3,0.431648,2,2.32191,-2.64116,0
0.243,3,0.433216,2,2.31854,-2.64018,0
0.244,3,0.434783,2,2.31523,-2.63919,0
0.245,3,0.436348,2,2.31196,-2.63818,0
0.246,3,0.437912,2,2.30875,-2.63716,0
0.247,3,0.439474,2,2.30559,-2.63613,0
0.248,3,0.441034,2,2.30247,-2.63508,0
0.249,3,0.442593,2,2.29941,-2.63402,0
0.25,3,0.444151,2,2.29639,-2.63294,0
0.251,3,0.445707,2,2.29341,-2.63186,0
0.252,3,0.447261,2,2.29049,-2.63075,0
0.253,3,0.448814,2,2.28761,-2.62964,0
0.254,3,0.450365,2,2.28477,-2.62851,0
0.255,3,0.451914,2,2.28198,-2.62737,0
0.256,3,0.453462,2,2.27923,-2.62622,0
0.257,3,0.455009,2,2.27653,-2.62506,0
0.258,3,0.456554,2,2.27386,-2.62388,0
0.259,3,0.458097,2,2.27124,-2.62269,0
0.26,3,0.459639,2,2.26866,-2.6215,0
0.261,3,0.46118,2,2.26612,-2.62029,0
0.262,3,0.462719,2,2.26362,-2.61906,0
0.263,3,0.464256,2,2.26116,-2.61783,0
0.264,3,0.465792,2,2.25873,-2.61659,0
0.265,3,0.467326,2,2.25635,-2.61534,0
0.266,3,0.468858,2,2.254,-2.61408,0
0.267,3,0.47039,2,2.25169,-2.6128,0
0.268,3,0.471919,2,2.24941,-2.61152,0
0.269,3,0.473447,2,2.24717,-2.61023,0
0.27,3,0.474974,2,2.24496,-2.60893,0
0.271,3,0.476499,2,2.24279,-2.60762,0
0.272,3,0.478022,2,2.24066,-2.6063,0
0.273,3,0.479544,2,2.23855,-2.60497,0
0.274,3,0.481065,2,2.23648,-2.60363,0
0.275,3,0.482584,2,2.23445,-2.60228,0
0.276,3,0.484101,2,2.23244,-2.60093,0
0.277,3,0.485617,2,2.23047,-2.59956,0
0.278,3,0.487131,2,2.22853,-2.59819,0
0.279,3,0.488644,2,2.22661,-2.59681,0
0.28,3,0.490156,2,2.22473,-2.59542,0
0.281,3,0.491665,2,2.22288,-2.59403,0
0.282,3,0.493174,2,2.22106,-2.59262,0
0.283,3,0.494681,2,2.21926,-2.59121,0
0.284,3,0.496186,2,2.2175,-2.5898,0
0.285,3,0.49769,2,2.21576,-2.58837,0
0.286,3,0.499192,2,2.21405,-2.58694,0
0.287,3,0.500693,2,2.21237,-2.5855,0
0.288,3,0.502192,2,2.21071,-2.58405,0
0.289,3,0.50369,2,2.20908,-2.5826,0
0.29,3,0.505186,2,2.20748,-2.58114,0
0.291,3,0.506681,2,2.2059,-2.57968,0
0.292,3,0.508174,2,2.20434,-2.57821,0
0.293,3,0.509666,2,2.20282,-2.57673,0
0.294,3,0.511157,2,2.20131,-2.57525,0
0.295,3,0.512645,2,2.19983,-2.57376,0
0.296,3,0.514133,2,2.19838,-2.57226,0
0.297,3,0.515619,2,2.19694,-2.57076,0
0.298,3,0.517103,2,2.19553,-2.56925,0
0.299,3,0.518586,2,2.19414,-2.56774,0
0.3,3,0.520067,2,2.19278,-2.56622,0
0.301,3,0.521547,2,2.19144,-2.5647,0
0.302,3,0.523026,2,2.19011,-2.56317,0
0.303,3,0.524503,2,2.18881,-2.56164,0
0.304,3,0.525978,2,2.18753,-2.5601,0
0.305,3,0.527452,2,2.18627,-2.55856,0
0.306,3,0.528925,2,2.18504,-2.55701,0
0.307,3,0.530396,2,2.18382,-2.55546,0
0.308,3,0.531865,2,2.18262,-2.5539,0
0.309,3,0.533334,2,2.18144,-2.55234,0
0.31,3,0.5348,2,2.18028,-2.55078,0
0.311,3,0.536265,2,2.17914,-2.54921,0
0.312,3,0.537729,2,2.17801,-2.54763,0
0.313,3,0.539191,2,2.17691,-2.54606,0
0.314,3,0.540652,2,2.17582,-2.54447,0
0.315,3,0.542112,2,2.17475,-2.54289,0
0.316,3,0.54357,2,2.1737,-2.5413,0
0.317,3,0.545026,2,2.17267,-2.53971,0
0.318,3,0.546481,2,2.17165,-2.53811,0
0.319,3,0.547934,2,2.17065,-2.53651,0
0.32,3,0.549386,2,2.16967,-2.5349,0
0.321,3,0.550837,2,2.1687,-2.5333,0
0.322,3,0.552286,2,2.16775,-2.53169,0
0.323,3,0.553734,2,2.16681,-2.53007,0
0.324,3,0.55518,2,2.16589,-2.52846,0
0.325,3,0.556625,2,2.16498,-2.52684,0
0.326,3,0.558068,2,2.16409,-2.52521,0
0.327,3,0.55951,2,2.16322,-2.52359,0
0.328,3,0.560951,2,2.16236,-2.52196,0
0.329,3,0.56239,2,2.16151,-2.52033,0
0.33,3,0.563828,2,2.16068,-2.51869,0
0.331,3,0.565264,2,2.15986,-2.51706,0
0.332,3,0.566698,2,2.15905,-2.51542,0
0.333,3,0.568132,2,2.15826,-2.51378,0
0.334,3,0.569564,2,2.15748,-2.51213,0
0.335,3,0.570994,2,2.15672,-2.51048,0
0.336,3,0.572423,2,2.15596,-2.50883,0
0.337,3,0.573851,2,2.15522,-2.50718,0
0.338,3,0.575277,2,2.1545,-2.50553,0
0.339,3,0.576701,2,2.15378,-2.50387,0
0.34,3,0.578125,2,2.15308,-2.50222,0
0.341,3,0.579547,2,2.15239,-2.50056,0
0.342,3,0.580967,2,2.15171,-2.49889,0
0.343,3,0.582386,2,2.15104,-2.49723,0
0.344,3,0.583804,2,2.15038,-2.49556,0
0.345,3,0.58522,2,2.14974,-2.4939,0
0.346,3,0.586635,2,2.14911,-2.49223,0
0.347,3,0.588048,2,2.14848,-2.49056,0
0.348,3,0.58946,2,2.14787,-2.48888,0
0.349,3,0.590871,2,2.14727,-2.48721,0
0.35,3,0.59228,2,2.14668,-2.48553,0
0.351,3,0.593687,2,2.1461,-2.48386,0
0.352,3,0.595094,2,2.14552,-2.48218,0
0.353,3,0.596499,2,2.14496,-2.4805,0
0.354,3,0.597902,2,2.14441,-2.47882,0
0.355,3,0.599304,2,2.14387,-2.47713,0
0.356,3,0.600705,2,2.14334,-2.47545,0
0.357,3,0.602104,2,2.14282,-2.47376,0
0.358,3,0.603502,2,2.1423,-2.47208,0
0.359,3,0.604899,2,2.1418,-2.47039,0
0.36,3,0.606294,2,2.1413,-2.4687,0
0.361,3,0.607687,2,2.14082,-2.46701,0
0.362,3,0.60908,2,2.14034,-2.46532,0
0.363,3,0.610471,2,2.13987,-2.46363,0
0.364,3,0.61186,2,2.13941,-2.46194,0
0.365,3,0.613248,2,2.13895,-2.46024,0
0.366,3,0.614635,2,2.13851,-2.45855,0
0.367,3,0.61602,2,2.13807,-2.45686,0
0.368,3,0.617404,2,2.13764,-2.45516,0
0.369,3,0.618787,2,2.13722,-2.45346,0
0.37,3,0.620168,2,2.13681,-2.45177,0
0.371,3,0.621548,2,2.1364,-2.45007,0
0.372,3,0.622927,2,2.13601,-2.44837,0
0.373,3,0.624304,2,2.13562,-2.44667,0
0.374,3,0.625679,2,2.13523,-2.44497,0
0.375,3,0.627054,2,2.13485,-2.44327,0
0.376,3,0.628427,2,2.13449,-2.44157,0
0.377,3,0.629798,2,2.13412,-2.43987,0
0.378,3,0.631168,2,2.13377,-2.43817,0
0.379,3,0.632537,2,2.13342,-2.43647,0
0.38,3,0.633905,2,2.13307,-2.43476,0
0.381,3,0.635271,2,2.13274,-2.43306,0
0.382,3,0.636635,2,2.13241,-2.43136,0
0.383,3,0.637999,2,2.13208,-2.42966,0
0.384,3,0.639361,2,2.13177,-2.42795,0
0.385,3,0.640721,2,2.13146,-2.42625,0
0.386,3,0.642081,2,2.13115,-2.42455,0
0.387,3,0.643439,2,2.13085,-2.42284,0
0.388,3,0.644795,2,2.13056,-2.42114,0
0.389,3,0.64615,2,2.13027,-2.41944,0
0.39,3,0.647504,2,2.12999,-2.41773,0
0.391,3,0.648857,2,2.12971,-2.41603,0
0.392,3,0.650208,2,2.12944,-2.41432,0
0.393,3,0.651558,2,2.12918,-2.41262,0
0.394,3,0.652906,2,2.12891,-2.41092,0
0.395,3,0.654253,2,2.12866,-2.40921,0
0.396,3,0.655599,2,2.12841,-2.40751,0
0.397,3,0.656943,2,2.12816,-2.4058,0
0.398,3,0.658286,2,2.12792,-2.4041,0
0.399,3,0.659628,2,2.12769,-2.4024,0
0.4,3,0.660969,2,2.12746,-2.40069,0
0.401,3,0.662308,2,2.12723,-2.39899,0
0.402,3,0.663645,2,2.12701,-2.39729,0
0.403,3,0.664982,2,2.1268,-2.39559,0
0.404,3,0.666317,2,2.12659,-2.39388,0
0.405,3,0.66765,2,2.12638,-2.39218,0
0.406,3,0.668983,2,2.12618,-2.39048,0
0.407,3,0.670314,2,2.12598,-2.38878,0
0.408,3,0.671643,2,2.12578,-2.38708,0
0.409,3,0.672972,2,2.12559,-2.38538,0
0.41,3,0.674299,2,2.12541,-2.38368,0
0.411,3,0.675624,2,2.12523,-2.38198,0
0.412,3,0.676949,2,2.12505,-2.38028,0
0.413,3,0.678272,2,2.12488,-2.37858,0
0.414,3,0.679594,2,2.12471,-2.37688,0
0.415,3,0.680914,2,2.12454,-2.37519,0
0.416,3,0.682233,2,2.12438,-2.37349,0
0.417,3,0.683551,2,2.12422,-2.37179,0
0.418,3,0.684867,2,2.12406,-2.3701,0
0.419,3,0.686182,2,2.12391,-2.3684,0
0.42,3,0.687496,2,2.12377,-2.36671,0
0.421,3,0.688809,2,2.12362,-2.36501,0
0.422,3,0.69012,2,2.12348,-2.36332,0
0.423,3,0.69143,2,2.12334,-2.36162,0
0.424,3,0.692738,2,2.12321,-2.35993,0
0.425,3,0.694046,2,2.12308,-2.35824,0
0.426,3,0.695352,2,2.12295,-2.35655,0
0.427,3,0.696656,2,2.12283,-2.35486,0
0.428,3,0.69796,2,2.12271,-2.35317,0
0.429,3,0.699262,2,2.12259,-2.35148,0
0.43,3,0.700562,2,2.12247,-2.34979,0
0.431,3,0.701862,2,2.12236,-2.3481,0
0.432,3,0.70316,2,2.12225,-2.34642,0
0.433,3,0.704457,2,2.12215,-2.34473,0
0.434,3,0.705752,2,2.12205,-2.34304,0
0.435,3,0.707047,2,2.12194,-2.34136,0
0.436,3,0.70834,2,2.12185,-2.33968,0
0.437,3,0.709631,2,2.12175,-2.33799,0
0.438,3,0.710922,2,2.12166,-2.33631,0
0.439,3,0.712211,2,2.12157,-2.33463,0
0.44,3,0.713498,2,2.12148,-2.33295,0
0.441,3,0.714785,2,2.1214,-2.33127,0
0.442,3,0.71607,2,2.12132,-2.32959,0
0.443,3,0.717354,2,2.12124,-2.32791,0
0.444,3,0.718637,2,2.12116,-2.32624,0
0.445,3,0.719918,2,2.12109,-2.32456,0
0.446,3,0.721198,2,2.12102,-2.32289,0
0.447,3,0.722477,2,2.12095,-2.32121,0
0.448,3,0.723755,2,2.12088,-2.31954,0
0.449,3,0.725031,2,2.12081,-2.31787,0
0.45,3,0.726306,2,2.12075,-2.3162,0
0.451,3,0.727579,2,2.12069,-2.31453,0
0.452,3,0.728852,2,2.12063,-2.31286,0
0.453,3,0.730123,2,2.12057,-2.31119,0
0.454,3,0.731393,2,2.12052,-2.30952,0
0.455,3,0.732662,2,2.12047,-2.30785,0
0.456,3,0.733929,2,2.12042,-2.30619,0
0.457,3,0.735195,2,2.12037,-2.30453,0
0.458,3,0.73646,2,2.12032,-2.30286,0
0.459,3,0.737723,2,2.12028,-2.3012,0
0.46,3,0.738986,2,2.12024,-2.29954,0
0.461,3,0.740247,2,2.1202,-2.29788,0
0.462,3,0.741506,2,2.12016,-2.29622,0
0.463,3,0.742765,2,2.12012,-2.29456,0
0.464,3,0.744022,2,2.12009,-2.2929,0
0.465,3,0.745278,2,2.12005,-2.29125,0
0.466,3,0.746533,2,2.12002,-2.28959,0
0.467,3,0.747786,2,2.11999,-2.28794,0
0.468,3,0.749038,2,2.11996,-2.28629,0
0.469,3,0.750289,2,2.11994,-2.28464,0
0.47,3,0.751539,2,2.11991,-2.28299,0
0.471,3,0.752788,2,2.11989,-2.28134,0
0.472,3,0.754035,2,2.11987,-2.27969,0
0.473,3,0.755281,2,2.11985,-2.27804,0
0.474,3,0.756525,2,2.11983,-2.2764,0
0.475,3,0.757769,2,2.11981,-2.27475,0
0.476,3,0.759011,2,2.11979,-2.27311,0
0.477,3,0.760252,2,2.11978,-2.27147,0
0.478,3,0.761492,2,2.11977,-2.26983,0
0.479,3,0.76273,2,2.11976,-2.26819,0
0.48,3,0.763968,2,2.11975,-2.26655,0
0.481,3,0.765204,2,2.11974,-2.26491,0
0.482,3,0.766438,2,2.11973,-2.26328,0
0.483,3,0.767672,2,2.11972,-2.26164,0
0.484,3,0.768904,2,2.11972,-2.26001,0
0.485,3,0.770135,2,2.11972,-2.25837,0
0.486,3,0.771365,2,2.11971,-2.25674,0
0.487,3,0.772594,2,2.11971,-2.25511,0
0.488,3,0.773821,2,2.11971,-2.25348,0
0.489,3,0.775048,2,2.11971,-2.25186,0
0.49,3,0.776273,2,2.11972,-2.25023,0
0.491,3,0.777496,2,2.11972,-2.24861,0
0.492,3,0.778719,2,2.11973,-2.24698,0
0.493,3,0.77994,2,2.11973,-2.24536,0
0.494,3,0.78116,2,2.11974,-2.24374,0
0.495,3,0.782379,2,2.11975,-2.24212,0
0.496,3,0.783597,2,2.11976,-2.2405,0
0.497,3,0.784813,2,2.11977,-2.23888,0
0.498,3,0.786028,2,2.11978,-2.23726,0
0.499,3,0.787242,2,2.11979,-2.23565,0
0.5,3,0.788455,2,2.1198,-2.23404,0
0.501,3,0.789666,2,2.11982,-2.23242,0
0.502,3,0.790877,2,2.11983,-2.23081,0
0.503,3,0.792086,2,2.11985,-2.2292,0
0.504,3,0.793294,2,2.11987,-2.22759,0
0.505,3,0.7945,2,2.11989,-2.22599,0
0.506,3,0.795706,2,2.11991,-2.22438,0
0.507,3,0.79691,2,2.11993,-2.22278,0
0.508,3,0.798113,2,2.11995,-2.22117,0
0.509,3,0.799315,2,2.11997,-2.21957,0
0.51,3,0.800516,2,2.11999,-2.21797,0
0.511,3,0.801715,2,2.12001,-2.21637,0
0.512,3,0.802914,2,2.12004,-2.21477,0
0.513,3,0.804111,2,2.12006,-2.21318,0
0.514,3,0.805307,2,2.12009,-2.21158,0
0.515,3,0.806501,2,2.12012,-2.20999,0
0.516,3,0.807695,2,2.12014,-2.20839,0
0.517,3,0.808887,2,2.12017,-2.2068,0
0.518,3,0.810078,2,2.1202,-2.20521,0
0.519,3,0.811268,2,2.12023,-2.20362,0
0.52,3,0.812457,2,2.12026,-2.20204,0
0.521,3,0.813644,2,2.12029,-2.20045,0
0.522,3,0.814831,2,2.12032,-2.19886,0
0.523,3,0.816016,2,2.12036,-2.19728,0
0.524,3,0.8172,2,2.12039,-2.1957,0
0.525,3,0.818383,2,2.12042,-2.19412,0
0.526,3,0.819564,2,2.12046,-2.19254,0
0.527,3,0.820745,2,2.12049,-2.19096,0
0.528,3,0.821924,2,2.12053,-2.18938,0
0.529,3,0.823102,2,2.12057,-2.18781,0
0.53,3,0.824279,2,2.1206,-2.18624,0
0.531,3,0.825455,2,2.12064,-2.18466,0
0.532,3,0.826629,2,2.12068,-2.18309,0
0.533,3,0.827803,2,2.12072,-2.18152,0
0.534,3,0.828975,2,2.12076,-2.17995,0
