time,reference,output,u_sat,u_unsat,integrator,disturbance
0.048,3,0.0956844,2,12.0121,0.144684,0
0.049,3,0.0975887,2,12.0132,0.147589,0
0.05,3,0.0994912,2,12.0143,0.150491,0
0.051,3,0.101392,2,12.0155,0.153392,0
0.052,3,0.10329,2,12.0166,0.15629,0
0.053,3,0.105187,2,12.0177,0.159187,0
0.054,3,0.107082,2,12.0189,0.162082,0
0.055,3,0.108975,2,12.02,0.164975,0
0.056,3,0.110866,2,12.0212,0.167866,0
0.057,3,0.112755,2,12.0223,0.170755,0
0.058,3,0.114642,2,12.0235,0.173642,0
0.059,3,0.116527,2,12.0246,0.176527,0
0.06,3,0.118411,2,12.0258,0.179411,0
0.061,3,0.120293,2,12.0269,0.182293,0
0.062,3,0.122172,2,12.0281,0.185172,0
0.063,3,0.12405,2,12.0292,0.18805,0
0.064,3,0.125926,2,12.0304,0.190926,0
0.065,3,0.1278,2,12.0316,0.1938,0
0.066,3,0.129672,2,12.0327,0.196672,0
0.067,3,0.131543,2,12.0339,0.199543,0
0.068,3,0.133411,2,12.0351,0.202411,0
0.069,3,0.135278,2,12.0362,0.205278,0
0.07,3,0.137142,2,12.0374,0.208142,0
0.071,3,0.139005,2,12.0386,0.211005,0
0.072,3,0.140866,2,12.0397,0.213866,0
0.073,3,0.142725,2,12.0409,0.216725,0
0.074,3,0.144583,2,12.0421,0.219583,0
0.075,3,0.146438,2,12.0433,0.222438,0
0.076,3,0.148292,2,12.0445,0.225292,0
0.077,3,0.150143,2,12.0456,0.228143,0
0.078,3,0.151993,2,12.0468,0.230993,0
0.079,3,0.153841,2,12.048,0.233841,0
0.08,3,0.155687,2,12.0492,0.236687,0
0.081,3,0.157532,2,12.0504,0.239532,0
0.082,3,0.159374,2,12.0516,0.242374,0
0.083,3,0.161215,2,12.0528,0.245215,0
0.084,3,0.163054,2,12.054,0.248054,0
0.085,3,0.164891,2,12.0552,0.250891,0
0.086,3,0.166726,2,12.0564,0.253726,0
0.087,3,0.168559,2,12.0576,0.256559,0
0.088,3,0.17039,2,12.0588,0.25939,0
0.089,3,0.17222,2,12.06,0.26222,0
0.09,3,0.174048,2,12.0612,0.265048,0
0.091,3,0.175874,2,12.0624,0.267874,0
0.092,3,0.177698,2,12.0636,0.270698,0
0.093,3,0.17952,2,12.0648,0.27352,0
0.094,3,0.181341,2,12.066,0.276341,0
0.095,3,0.183159,2,12.0672,0.279159,0
0.096,3,0.184976,2,12.0685,0.281976,0
0.097,3,0.186791,2,12.0697,0.284791,0
0.098,3,0.188604,2,12.0709,0.287604,0
0.099,3,0.190416,2,12.0721,0.290416,0
0.1,3,0.192225,2,12.0734,0.293225,0
0.101,3,0.194033,2,12.0746,0.296033,0
0.102,3,0.195839,2,12.0758,0.298839,0
0.103,3,0.197643,2,12.077,0.301643,0
0.104,3,0.199446,2,12.0783,0.304446,0
0.105,3,0.201246,2,12.0795,0.307246,0
0.106,3,0.203045,2,12.0807,0.310045,0
0.107,3,0.204842,2,12.082,0.312842,0
0.108,3,0.206637,2,12.0832,0.315637,0
0.109,3,0.20843,2,12.0845,0.31843,0
0.11,3,0.210222,2,12.0857,0.321222,0
0.111,3,0.212012,2,12.0869,0.324012,0
0.112,3,0.2138,2,12.0882,0.3268,0
0.113,3,0.215586,2,12.0894,0.329586,0
0.114,3,0.21737,2,12.0907,0.33237,0
0.115,3,0.219153,2,12.0919,0.335153,0
0.116,3,0.220934,2,12.0932,0.337934,0
0.117,3,0.222713,2,12.0944,0.340713,0
0.118,3,0.22449,2,12.0957,0.34349,0
0.119,3,0.226266,2,12.097,0.346266,0
0.12,3,0.228039,2,12.0982,0.349039,0
0.121,3,0.229811,2,12.0995,0.351811,0
0.122,3,0.231582,2,12.1007,0.354582,0
0.123,3,0.23335,2,12.102,0.35735,0
0.124,3,0.235117,2,12.1033,0.360117,0
0.125,3,0.236881,2,12.1046,0.362881,0
0.126,3,0.238645,2,12.1058,0.365645,0
0.127,3,0.240406,2,12.1071,0.368406,0
0.128,3,0.242166,2,12.1084,0.371166,0
0.129,3,0.243923,2,12.1096,0.373923,0
0.13,3,0.245679,2,12.1109,0.376679,0
0.131,3,0.247434,2,12.1122,0.379434,0
0.132,3,0.249186,2,12.1135,0.382186,0
0.133,3,0.250937,2,12.1148,0.384937,0
0.134,3,0.252686,2,12.116,0.387686,0
0.135,3,0.254434,2,12.1173,0.390434,0
0.136,3,0.256179,2,12.1186,0.393179,0
0.137,3,0.257923,2,12.1199,0.395923,0
0.138,3,0.259665,2,12.1212,0.398665,0
0.139,3,0.261405,2,12.1225,0.401405,0
0.14,3,0.263144,2,12.1238,0.404144,0
0.141,3,0.264881,2,12.1251,0.406881,0
0.142,3,0.266616,2,12.1264,0.409616,0
0.143,3,0.268349,2,12.1277,0.412349,0
0.144,3,0.270081,2,12.129,0.415081,0
0.145,3,0.271811,2,12.1303,0.417811,0
0.146,3,0.273539,2,12.1316,0.420539,0
0.147,3,0.275265,2,12.1329,0.423265,0
0.148,3,0.27699,2,12.1342,0.42599,0
0.149,3,0.278713,2,12.1355,0.428713,0
0.15,3,0.280435,2,12.1368,0.431435,0
0.151,3,0.282154,2,12.1381,0.434154,0
0.152,3,0.283872,2,12.1395,0.436872,0
0.153,3,0.285588,2,12.1408,0.439588,0
0.154,3,0.287302,2,12.1421,0.442302,0
0.155,3,0.289015,2,12.1434,0.445015,0
0.156,3,0.290726,2,12.1447,0.447726,0
0.157,3,0.292435,2,12.1461,0.450435,0
0.158,3,0.294143,2,12.1474,0.453143,0
0.159,3,0.295849,2,12.1487,0.455849,0
0.16,3,0.297553,2,12.15,0.458553,0
0.161,3,0.299255,2,12.1514,0.461255,0
0.162,3,0.300956,2,12.1527,0.463956,0
0.163,3,0.302655,2,12.154,0.466655,0
0.164,3,0.304353,2,12.1554,0.469353,0
0.165,3,0.306048,2,12.1567,0.472048,0
0.166,3,0.307742,2,12.158,0.474742,0
0.167,3,0.309434,2,12.1594,0.477434,0
0.168,3,0.311125,2,12.1607,0.480125,0
0.169,3,0.312814,2,12.1621,0.482814,0
0.17,3,0.314501,2,12.1634,0.485501,0
0.171,3,0.316187,2,12.1648,0.488187,0
0.172,3,0.31787,2,12.1661,0.49087,0
0.173,3,0.319553,2,12.1675,0.493553,0
0.174,3,0.321233,2,12.1688,0.496233,0
0.175,3,0.322912,2,12.1702,0.498912,0
0.176,3,0.324589,2,12.1715,0.501589,0
0.177,3,0.326264,2,12.1729,0.504264,0
0.178,3,0.327938,2,12.1742,0.506938,0
0.179,3,0.32961,2,12.1756,0.50961,0
0.18,3,0.33128,2,12.1769,0.51228,0
0.181,3,0.332949,2,12.1783,0.514949,0
0.182,3,0.334616,2,12.1797,0.517616,0
0.183,3,0.336282,2,12.181,0.520282,0
0.184,3,0.337945,2,12.1824,0.522945,0
0.185,3,0.339607,2,12.1838,0.525607,0
0.186,3,0.341268,2,12.1852,0.528268,0
0.187,3,0.342926,2,12.1865,0.530926,0
0.188,3,0.344584,2,12.1879,0.533584,0
0.189,3,0.346239,2,12.1893,0.536239,0
0.19,3,0.347893,2,12.1907,0.538893,0
0.191,3,0.349545,2,12.192,0.541545,0
0.192,3,0.351195,2,12.1934,0.544195,0
0.193,3,0.352844,2,12.1948,0.546844,0
0.194,3,0.354491,2,12.1962,0.549491,0
0.195,3,0.356137,2,12.1976,0.552137,0
0.196,3,0.357781,2,12.199,0.554781,0
0.197,3,0.359423,2,12.2003,0.557423,0
0.198,3,0.361063,2,12.2017,0.560063,0
0.199,3,0.362702,2,12.2031,0.562702,0
0.2,3,0.36434,2,12.2045,0.56534,0
0.201,3,0.365975,2,12.2059,0.567975,0
0.202,3,0.367609,2,12.2073,0.570609,0
0.203,3,0.369242,2,12.2087,0.573242,0
0.204,3,0.370872,2,12.2101,0.575872,0
0.205,3,0.372502,2,12.2115,0.578502,0
0.206,3,0.374129,2,12.2129,0.581129,0
0.207,3,0.375755,2,12.2143,0.583755,0
0.208,3,0.377379,2,12.2157,0.586379,0
0.209,3,0.379002,2,12.2171,0.589002,0
0.21,3,0.380623,2,12.2185,0.591623,0
0.211,3,0.382242,2,12.22,0.594242,0
0.212,3,0.38386,2,12.2214,0.59686,0
0.213,3,0.385476,2,12.2228,0.599476,0
0.214,3,0.387091,2,12.2242,0.602091,0
0.215,3,0.388704,2,12.2256,0.604704,0
0.216,3,0.390315,2,12.227,0.607315,0
0.217,3,0.391925,2,12.2285,0.609925,0
0.218,3,0.393533,2,12.2299,0.612533,0
0.219,3,0.395139,2,12.2313,0.615139,0
0.22,3,0.396744,2,12.2327,0.617744,0
0.221,3,0.398347,2,12.2342,0.620347,0
0.222,3,0.399949,2,12.2356,0.622949,0
0.223,3,0.401549,2,12.237,0.625549,0
0.224,3,0.403147,2,12.2385,0.628147,0
0.225,3,0.404744,2,12.2399,0.630744,0
0.226,3,0.406339,2,12.2413,0.633339,0
0.227,3,0.407933,2,12.2428,0.635933,0
0.228,3,0.409525,2,12.2442,0.638525,0
0.229,3,0.411116,2,12.2456,0.641116,0
0.23,3,0.412705,2,12.2471,0.643705,0
0.231,3,0.414292,2,12.2485,0.646292,0
0.232,3,0.415878,2,12.25,0.648878,0
0.233,3,0.417462,2,12.2514,0.651462,0
0.234,3,0.419044,2,12.2529,0.654044,0
0.235,3,0.420625,2,12.2543,0.656625,0
0.236,3,0.422205,2,12.2558,0.659205,0
0.237,3,0.423782,2,12.2572,0.661782,0
0.238,3,0.425359,2,12.2587,0.664359,0
0.239,3,0.426933,2,12.2601,0.666933,0
0.24,3,0.428506,2,12.2616,0.669506,0
0.241,3,0.430078,2,12.263,0.672078,0
0.242,3,0.431648,2,12.2645,0.674648,0
0.243,3,0.433216,2,12.266,0.677216,0
0.244,3,0.434783,2,12.2674,0.679783,0
0.245,3,0.436348,2,12.2689,0.682348,0
0.246,3,0.437912,2,12.2703,0.684912,0
0.247,3,0.439474,2,12.2718,0.687474,0
0.248,3,0.441034,2,12.2733,0.690034,0
0.249,3,0.442593,2,12.2748,0.692593,0
0.25,3,0.444151,2,12.2762,0.695151,0
0.251,3,0.445707,2,12.2777,0.697707,0
0.252,3,0.447261,2,12.2792,0.700261,0
0.253,3,0.448814,2,12.2807,0.702814,0
0.254,3,0.450365,2,12.2821,0.705365,0
0.255,3,0.451914,2,12.2836,0.707914,0
0.256,3,0.453462,2,12.2851,0.710462,0
0.257,3,0.455009,2,12.2866,0.713009,0
0.258,3,0.456554,2,12.2881,0.715554,0
0.259,3,0.458097,2,12.2895,0.718097,0
0.26,3,0.459639,2,12.291,0.720639,0
0.261,3,0.46118,2,12.2925,0.72318,0
0.262,3,0.462719,2,12.294,0.725719,0
0.263,3,0.464256,2,12.2955,0.728256,0
0.264,3,0.465792,2,12.297,0.730792,0
0.265,3,0.467326,2,12.2985,0.733326,0
0.266,3,0.468858,2,12.3,0.735858,0
0.267,3,0.47039,2,12.3015,0.73839,0
0.268,3,0.471919,2,12.303,0.740919,0
0.269,3,0.473447,2,12.3045,0.743447,0
0.27,3,0.474974,2,12.306,0.745974,0
0.271,3,0.476499,2,12.3075,0.748499,0
0.272,3,0.478022,2,12.309,0.751022,0
0.273,3,0.479544,2,12.3105,0.753544,0
0.274,3,0.481065,2,12.312,0.756065,0
0.275,3,0.482584,2,12.3135,0.758584,0
0.276,3,0.484101,2,12.315,0.761101,0
0.277,3,0.485617,2,12.3166,0.763617,0
0.278,3,0.487131,2,12.3181,0.766131,0
0.279,3,0.488644,2,12.3196,0.768644,0
0.28,3,0.490156,2,12.3211,0.771156,0
0.281,3,0.491665,2,12.3226,0.773665,0
0.282,3,0.493174,2,12.3241,0.776174,0
0.283,3,0.494681,2,12.3257,0.778681,0
0.284,3,0.496186,2,12.3272,0.781186,0
0.285,3,0.49769,2,12.3287,0.78369,0
0.286,3,0.499192,2,12.3302,0.786192,0
0.287,3,0.500693,2,12.3318,0.788693,0
0.288,3,0.502192,2,12.3333,0.791192,0
0.289,3,0.50369,2,12.3348,0.79369,0
0.29,3,0.505186,2,12.3364,0.796186,0
0.291,3,0.506681,2,12.3379,0.798681,0
0.292,3,0.508174,2,12.3394,0.801174,0
0.293,3,0.509666,2,12.341,0.803666,0
0.294,3,0.511157,2,12.3425,0.806157,0
0.295,3,0.512645,2,12.344,0.808645,0
0.296,3,0.514133,2,12.3456,0.811133,0
0.297,3,0.515619,2,12.3471,0.813619,0
0.298,3,0.517103,2,12.3487,0.816103,0
0.299,3,0.518586,2,12.3502,0.818586,0
0.3,3,0.520067,2,12.3518,0.821067,0
0.301,3,0.521547,2,12.3533,0.823547,0
0.302,3,0.523026,2,12.3549,0.826026,0
0.303,3,0.524503,2,12.3564,0.828503,0
0.304,3,0.525978,2,12.358,0.830978,0
0.305,3,0.527452,2,12.3595,0.833452,0
0.306,3,0.528925,2,12.3611,0.835925,0
0.307,3,0.530396,2,12.3626,0.838396,0
0.308,3,0.531865,2,12.3642,0.840865,0
0.309,3,0.533334,2,12.3657,0.843334,0
0.31,3,0.5348,2,12.3673,0.8458,0
0.311,3,0.536265,2,12.3689,0.848265,0
0.312,3,0.537729,2,12.3704,0.850729,0
0.313,3,0.539191,2,12.372,0.853191,0
0.314,3,0.540652,2,12.3736,0.855652,0
0.315,3,0.542112,2,12.3751,0.858112,0
0.316,3,0.54357,2,12.3767,0.86057,0
0.317,3,0.545026,2,12.3783,0.863026,0
0.318,3,0.546481,2,12.3798,0.865481,0
0.319,3,0.547934,2,12.3814,0.867934,0
0.32,3,0.549386,2,12.383,0.870386,0
0.321,3,0.550837,2,12.3846,0.872837,0
0.322,3,0.552286,2,12.3862,0.875286,0
0.323,3,0.553734,2,12.3877,0.877734,0
0.324,3,0.55518,2,12.3893,0.88018,0
0.325,3,0.556625,2,12.3909,0.882625,0
0.326,3,0.558068,2,12.3925,0.885068,0
0.327,3,0.55951,2,12.3941,0.88751,0
0.328,3,0.560951,2,12.3957,0.889951,0
0.329,3,0.56239,2,12.3972,0.89239,0
0.33,3,0.563828,2,12.3988,0.894828,0
0.331,3,0.565264,2,12.4004,0.897264,0
0.332,3,0.566698,2,12.402,0.899698,0
0.333,3,0.568132,2,12.4036,0.902132,0
0.334,3,0.569564,2,12.4052,0.904564,0
0.335,3,0.570994,2,12.4068,0.906994,0
0.336,3,0.572423,2,12.4084,0.909423,0
0.337,3,0.573851,2,12.41,0.911851,0
0.338,3,0.575277,2,12.4116,0.914277,0
0.339,3,0.576701,2,12.4132,0.916701,0
0.34,3,0.578125,2,12.4148,0.919125,0
0.341,3,0.579547,2,12.4164,0.921547,0
0.342,3,0.580967,2,12.418,0.923967,0
0.343,3,0.582386,2,12.4196,0.926386,0
0.344,3,0.583804,2,12.4212,0.928804,0
0.345,3,0.58522,2,12.4228,0.93122,0
0.346,3,0.586635,2,12.4245,0.933635,0
0.347,3,0.588048,2,12.4261,0.936048,0
0.348,3,0.58946,2,12.4277,0.93846,0
0.349,3,0.590871,2,12.4293,0.940871,0
0.35,3,0.59228,2,12.4309,0.94328,0
0.351,3,0.593687,2,12.4325,0.945687,0
0.352,3,0.595094,2,12.4342,0.948094,0
0.353,3,0.596499,2,12.4358,0.950499,0
0.354,3,0.597902,2,12.4374,0.952902,0
0.355,3,0.599304,2,12.439,0.955304,0
0.356,3,0.600705,2,12.4407,0.957705,0
0.357,3,0.602104,2,12.4423,0.960104,0
0.358,3,0.603502,2,12.4439,0.962502,0
0.359,3,0.604899,2,12.4455,0.964899,0
0.36,3,0.606294,2,12.4472,0.967294,0
0.361,3,0.607687,2,12.4488,0.969687,0
0.362,3,0.60908,2,12.4504,0.97208,0
0.363,3,0.610471,2,12.4521,0.974471,0
0.364,3,0.61186,2,12.4537,0.97686,0
0.365,3,0.613248,2,12.4553,0.979248,0
0.366,3,0.614635,2,12.457,0.981635,0
0.367,3,0.61602,2,12.4586,0.98402,0
0.368,3,0.617404,2,12.4603,0.986404,0
0.369,3,0.618787,2,12.4619,0.988787,0
0.37,3,0.620168,2,12.4636,0.991168,0
0.371,3,0.621548,2,12.4652,0.993548,0
0.372,3,0.622927,2,12.4669,0.995927,0
0.373,3,0.624304,2,12.4685,0.998304,0
0.374,3,0.625679,2,12.4702,1.00068,0
0.375,3,0.627054,2,12.4718,1.00305,0
0.376,3,0.628427,2,12.4735,1.00543,0
0.377,3,0.629798,2,12.4751,1.0078,0
0.378,3,0.631168,2,12.4768,1.01017,0
0.379,3,0.632537,2,12.4784,1.01254,0
0.38,3,0.633905,2,12.4801,1.0149,0
0.381,3,0.635271,2,12.4817,1.01727,0
0.382,3,0.636635,2,12.4834,1.01964,0
0.383,3,0.637999,2,12.4851,1.022,0
0.384,3,0.639361,2,12.4867,1.02436,0
0.385,3,0.640721,2,12.4884,1.02672,0
0.386,3,0.642081,2,12.4901,1.02908,0
0.387,3,0.643439,2,12.4917,1.03144,0
0.388,3,0.644795,2,12.4934,1.0338,0
0.389,3,0.64615,2,12.4951,1.03615,0
0.39,3,0.647504,2,12.4967,1.0385,0
0.391,3,0.648857,2,12.4984,1.04086,0
0.392,3,0.650208,2,12.5001,1.04321,0
0.393,3,0.651558,2,12.5018,1.04556,0
0.394,3,0.652906,2,12.5034,1.04791,0
0.395,3,0.654253,2,12.5051,1.05025,0
0.396,3,0.655599,2,12.5068,1.0526,0
0.397,3,0.656943,2,12.5085,1.05494,0
0.398,3,0.658286,2,12.5102,1.05729,0
0.399,3,0.659628,2,12.5119,1.05963,0
0.4,3,0.660969,2,12.5135,1.06197,0
0.401,3,0.662308,2,12.5152,1.06431,0
0.402,3,0.663645,2,12.5169,1.06665,0
0.403,3,0.664982,2,12.5186,1.06898,0
0.404,3,0.666317,2,12.5203,1.07132,0
0.405,3,0.66765,2,12.522,1.07365,0
0.406,3,0.668983,2,12.5237,1.07598,0
0.407,3,0.670314,2,12.5254,1.07831,0
0.408,3,0.671643,2,12.5271,1.08064,0
0.409,3,0.672972,2,12.5288,1.08297,0
0.41,3,0.674299,2,12.5305,1.0853,0
0.411,3,0.675624,2,12.5322,1.08762,0
0.412,3,0.676949,2,12.5339,1.08995,0
0.413,3,0.678272,2,12.5356,1.09227,0
0.414,3,0.679594,2,12.5373,1.09459,0
0.415,3,0.680914,2,12.539,1.09691,0
0.416,3,0.682233,2,12.5407,1.09923,0
0.417,3,0.683551,2,12.5424,1.10155,0
0.418,3,0.684867,2,12.5441,1.10387,0
0.419,3,0.686182,2,12.5458,1.10618,0
0.42,3,0.687496,2,12.5475,1.1085,0
0.421,3,0.688809,2,12.5492,1.11081,0
0.422,3,0.69012,2,12.5509,1.11312,0
0.423,3,0.69143,2,12.5527,1.11543,0
0.424,3,0.692738,2,12.5544,1.11774,0
0.425,3,0.694046,2,12.5561,1.12005,0
0.426,3,0.695352,2,12.5578,1.12235,0
0.427,3,0.696656,2,12.5595,1.12466,0
0.428,3,0.69796,2,12.5613,1.12696,0
0.429,3,0.699262,2,12.563,1.12926,0
0.43,3,0.700562,2,12.5647,1.13156,0
0.431,3,0.701862,2,12.5664,1.13386,0
0.432,3,0.70316,2,12.5681,1.13616,0
0.433,3,0.704457,2,12.5699,1.13846,0
0.434,3,0.705752,2,12.5716,1.14075,0
0.435,3,0.707047,2,12.5733,1.14305,0
0.436,3,0.70834,2,12.5751,1.14534,0
0.437,3,0.709631,2,12.5768,1.14763,0
0.438,3,0.710922,2,12.5785,1.14992,0
0.439,3,0.712211,2,12.5803,1.15221,0
0.44,3,0.713498,2,12.582,1.1545,0
0.441,3,0.714785,2,12.5837,1.15678,0
0.442,3,0.71607,2,12.5855,1.15907,0
0.443,3,0.717354,2,12.5872,1.16135,0
0.444,3,0.718637,2,12.589,1.16364,0
0.445,3,0.719918,2,12.5907,1.16592,0
0.446,3,0.721198,2,12.5925,1.1682,0
0.447,3,0.722477,2,12.5942,1.17048,0
0.448,3,0.723755,2,12.5959,1.17275,0
0.449,3,0.725031,2,12.5977,1.17503,0
0.45,3,0.726306,2,12.5994,1.17731,0
0.451,3,0.727579,2,12.6012,1.17958,0
0.452,3,0.728852,2,12.6029,1.18185,0
0.453,3,0.730123,2,12.6047,1.18412,0
0.454,3,0.731393,2,12.6065,1.18639,0
0.455,3,0.732662,2,12.6082,1.18866,0
0.456,3,0.733929,2,12.61,1.19093,0
0.457,3,0.735195,2,12.6117,1.19319,0
0.458,3,0.73646,2,12.6135,1.19546,0
0.459,3,0.737723,2,12.6152,1.19772,0
0.46,3,0.738986,2,12.617,1.19999,0
0.461,3,0.740247,2,12.6188,1.20225,0
0.462,3,0.741506,2,12.6205,1.20451,0
0.463,3,0.742765,2,12.6223,1.20676,0
0.464,3,0.744022,2,12.6241,1.20902,0
0.465,3,0.745278,2,12.6258,1.21128,0
0.466,3,0.746533,2,12.6276,1.21353,0
0.467,3,0.747786,2,12.6294,1.21579,0
0.468,3,0.749038,2,12.6311,1.21804,0
0.469,3,0.750289,2,12.6329,1.22029,0
0.47,3,0.751539,2,12.6347,1.22254,0
0.471,3,0.752788,2,12.6365,1.22479,0
0.472,3,0.754035,2,12.6382,1.22703,0
0.473,3,0.755281,2,12.64,1.22928,0
0.474,3,0.756525,2,12.6418,1.23153,0
0.475,3,0.757769,2,12.6436,1.23377,0
0.476,3,0.759011,2,12.6454,1.23601,0
0.477,3,0.760252,2,12.6471,1.23825,0
0.478,3,0.761492,2,12.6489,1.24049,0
0.479,3,0.76273,2,12.6507,1.24273,0
0.48,3,0.763968,2,12.6525,1.24497,0
0.481,3,0.765204,2,12.6543,1.2472,0
0.482,3,0.766438,2,12.6561,1.24944,0
0.483,3,0.767672,2,12.6579,1.25167,0
0.484,3,0.768904,2,12.6597,1.2539,0
0.485,3,0.770135,2,12.6614,1.25614,0
0.486,3,0.771365,2,12.6632,1.25837,0
0.487,3,0.772594,2,12.665,1.26059,0
0.488,3,0.773821,2,12.6668,1.26282,0
0.489,3,0.775048,2,12.6686,1.26505,0
0.49,3,0.776273,2,12.6704,1.26727,0
0.491,3,0.777496,2,12.6722,1.2695,0
0.492,3,0.778719,2,12.674,1.27172,0
0.493,3,0.77994,2,12.6758,1.27394,0
0.494,3,0.78116,2,12.6776,1.27616,0
0.495,3,0.782379,2,12.6794,1.27838,0
0.496,3,0.783597,2,12.6812,1.2806,0
0.497,3,0.784813,2,12.6831,1.28281,0
0.498,3,0.786028,2,12.6849,1.28503,0
0.499,3,0.787242,2,12.6867,1.28724,0
0.5,3,0.788455,2,12.6885,1.28945,0
0.501,3,0.789666,2,12.6903,1.29167,0
0.502,3,0.790877,2,12.6921,1.29388,0
0.503,3,0.792086,2,12.6939,1.29609,0
0.504,3,0.793294,2,12.6957,1.29829,0
0.505,3,0.7945,2,12.6975,1.3005,0
0.506,3,0.795706,2,12.6994,1.30271,0
0.507,3,0.79691,2,12.7012,1.30491,0
0.508,3,0.798113,2,12.703,1.30711,0
0.509,3,0.799315,2,12.7048,1.30932,0
0.51,3,0.800516,2,12.7066,1.31152,0
0.511,3,0.801715,2,12.7085,1.31372,0
0.512,3,0.802914,2,12.7103,1.31591,0
0.513,3,0.804111,2,12.7121,1.31811,0
0.514,3,0.805307,2,12.7139,1.32031,0
0.515,3,0.806501,2,12.7158,1.3225,0
0.516,3,0.807695,2,12.7176,1.32469,0
0.517,3,0.808887,2,12.7194,1.32689,0
0.518,3,0.810078,2,12.7213,1.32908,0
0.519,3,0.811268,2,12.7231,1.33127,0
0.52,3,0.812457,2,12.7249,1.33346,0
0.521,3,0.813644,2,12.7268,1.33564,0
0.522,3,0.814831,2,12.7286,1.33783,0
0.523,3,0.816016,2,12.7304,1.34002,0
0.524,3,0.8172,2,12.7323,1.3422,0
0.525,3,0.818383,2,12.7341,1.34438,0
0.526,3,0.819564,2,12.736,1.34656,0
0.527,3,0.820745,2,12.7378,1.34874,0
0.528,3,0.821924,2,12.7396,1.35092,0
0.529,3,0.823102,2,12.7415,1.3531,0
0.53,3,0.824279,2,12.7433,1.35528,0
0.531,3,0.825455,2,12.7452,1.35745,0
0.532,3,0.826629,2,12.747,1.35963,0
0.533,3,0.827803,2,12.7489,1.3618,0
0.534,3,0.828975,2,12.7507,1.36397,0
0.535,3,0.830146,2,12.7526,1.36615,0
0.536,3,0.831316,2,12.7544,1.36832,0
0.537,3,0.832484,2,12.7563,1.37048,0
0.538,3,0.833652,2,12.7581,1.37265,0
0.539,3,0.834818,2,12.76,1.37482,0
0.54,3,0.835984,2,12.7619,1.37698,0
0.541,3,0.837148,2,12.7637,1.37915,0
0.542,3,0.83831,2,12.7656,1.38131,0
0.543,3,0.839472,2,12.7674,1.38347,0
0.544,3,0.840633,2,12.7693,1.38563,0
0.545,3,0.841792,2,12.7712,1.38779,0
0.546,3,0.84295,2,12.773,1.38995,0
0.547,3,0.844107,2,12.7749,1.39211,0
0.548,3,0.845263,2,12.7768,1.39426,0
0.549,3,0.846418,2,12.7786,1.39642,0
0.55,3,0.847571,2,12.7805,1.39857,0
0.551,3,0.848724,2,12.7824,1.40072,0
0.552,3,0.849875,2,12.7842,1.40288,0
0.553,3,0.851025,2,12.7861,1.40503,0
0.554,3,0.852174,2,12.788,1.40717,0
0.555,3,0.853322,2,12.7898,1.40932,0
0.556,3,0.854469,2,12.7917,1.41147,0
